source,relation,target
social justice,requires,unalienable rights
Declaration of Independence,influenced by,political landscape
strikes,resulted from,resilience
Bolsheviks,established by,communist state
human rights,sparked by,Arab Spring
oppression,perpetuated by,strikes
Declaration of Independence,inspired by,violent uprisings
social justice,promotes,equality
Romanov dynasty,overthrown by,human rights
political rights,ensured by,democracy
political rights,established by,communist state
political rights,demanded by,accountability
republic,ensured by,human rights
social justice,requires,human rights
Tiananmen Square,challenged by,political rights
democracy,promoted by,Tiananmen Square
communist state,established by,Tiananmen Square
Bolsheviks,led by,violent uprisings
oppression,challenged by,protests
peaceful demonstrations,contrasted with,protests
communist state,established by,global movements
violent uprisings,occurred at,Tiananmen Square
human rights,asserts,Declaration of Independence
human spirit,inspired by,republic
democracy,based on,republic
activism,inspired by,Arab Spring
ordinary people,empowered by,French Revolution
monarchy,overthrown by,Declaration of Independence
civil rights,promotes,liberty
Bolsheviks,led by,historical significance
police brutality,drives,social movements
protests,involves,activism
Romanov dynasty,overthrew,democracy
protests,includes,social movements
transformation,overthrown by,authoritarian regimes
uprisings,led by,Bolsheviks
democracy,inspired by,revolutions
ordinary people,challenged by,police brutality
global movements,inspired by,protests
Arab Spring,aimed for,democracy
historical legacy,shapes,protests
Russian Revolution,sparked by,political dissent
Russian Revolution,resulted in,transformation
liberty,inspired by,Black Lives Matter
ordinary people,defined by,historical significance
oppressive regimes,oppresses,authoritarian regimes
political landscape,shaped by,political change
political rights,opposed by,oppression
socialist movements,inspired by,uprisings
liberty,contrasts with,oppression
transformation,achieved through,democracy
communist state,established by,transformation
Martin Luther King Jr,fought for,equality
political landscape,influenced by,political rights
monarchy,overthrew,ordinary people
French Revolution,overthrew,monarchy
historical legacy,influences,transformation
social justice,aimed for,political change
resilience,drives,activism
Romanov dynasty,influenced by,Declaration of Independence
transformation,achieved through,political rights
protests,sparked by,revolutions
Vladimir Lenin,inspired by,political rights
strikes,protested against,Black Lives Matter
equality,contrasts with,unalienable rights
republic,established by,Declaration of Independence
Black Lives Matter,influences,global movements
civil rights,influenced by,civil rights movement
republic,resulted in,political change
historical legacy,demands,accountability
authoritarian regimes,challenged by,human rights
oppressive regimes,suppressed by,activism
unalienable rights,advocates for,activism
political rights,shapes,historical legacy
systemic racism,perpetuated by,oppression
unalienable rights,includes,human rights
Arab Spring,leads to,political change
Romanov dynasty,overthrown by,French Revolution
democracy,promotes,human rights
communist state,established by,human rights
authoritarian regimes,oppressed by,civil rights
ordinary people,established,republic
political rights,is a component of,liberty
violent uprisings,opposes,oppression
Tiananmen Square,was suppressed at,human rights
peaceful demonstrations,contrasts with,violent uprisings
Vladimir Lenin,led,revolutions
police brutality,is a response to,uprisings
monarchy,overthrown by,political change
unalienable rights,inspired,revolutions
global movements,is challenged by,oppression
accountability,demands,political dissent
activism,influenced by,Declaration of Independence
just society,aims for,socialist movements
civil rights,inspired by,Black Lives Matter
peaceful demonstrations,is a form of,global movements
political rights,is a precursor to,social movements
strikes,contributes to,just society
strikes,involves,ordinary people
political rights,is advocated by,global movements
human spirit,embodies,resilience
Black Lives Matter,advocates for,democracy
political rights,is a fundamental aspect of,human rights
Martin Luther King Jr,represents,human spirit
Tiananmen Square,influences,social movements
democracy,is opposed by,oppression
transformation,is a principle of,fraternity
systemic racism,contradicts,liberty
oppressive regimes,is challenged by,social movements
Arab Spring,sparked by,peaceful demonstrations
unalienable rights,nurtures,human spirit
socialist movements,inspired by,peaceful demonstrations
political rights,demanded by,revolutions
peaceful demonstrations,led to,revolutions
police brutality,perpetuated by,accountability
oppression,enforced by,political dissent
protests,contributes to,just society
peaceful demonstrations,inspired by,political dissent
protests,empowered by,ordinary people
communist state,established by,authoritarian regimes
systemic racism,driven by,activism
democracy,opposed by,authoritarian regimes
transformation,shapes,political landscape
resilience,supports,political dissent
activism,influences,socialist movements
Tiananmen Square,sparked by,revolutions
strikes,includes,peaceful demonstrations
Declaration of Independence,inspired by,ordinary people
political landscape,influences,social movements
violent uprisings,resulted from,strikes
systemic racism,drives,global movements
human rights,challenged by,systemic racism
social justice,advocates for,systemic racism
activism,fueled by,violent uprisings
violent uprisings,includes,social movements
police brutality,exacerbated by,just society
civil rights,challenges,oppression
socialist movements,inspired,French Revolution
Russian Revolution,inspired,revolutions
Tiananmen Square,influenced,Declaration of Independence
republic,gives rise to,revolutions
equality,opposes,oppressive regimes
Black Lives Matter,initiated,peaceful demonstrations
transformation,leads to,human rights
ordinary people,inspired,Russian Revolution
political rights,promotes,political change
peaceful demonstrations,opposed by,oppression
Black Lives Matter,shapes,political landscape
Declaration of Independence,inspired by,uprisings
Arab Spring,led to,revolutions
oppressive regimes,controlled by,accountability
human rights,supports,liberty
revolutions,inspired by,socialist movements
police brutality,perpetrated by,peaceful demonstrations
transformation,drives,revolutions
Romanov dynasty,overthrown by,resilience
protests,challenges,systemic racism
oppressive regimes,enforced by,police brutality
strikes,catalyzes,revolutions
Romanov dynasty,overthrown by,Vladimir Lenin
Romanov dynasty,inspired by,human spirit
civil rights,promotes,equality
Black Lives Matter,demands,equality
protests,inspired by,uprisings
social justice,advocates for,civil rights
political change,leads to,democracy
communist state,established by,political change
ordinary people,inspired by,violent uprisings
Russian Revolution,sparked by,uprisings
Black Lives Matter,advocates for,human rights
democracy,leads to,uprisings
communist state,established by,uprisings
revolutions,drives,political change
strikes,influenced by,historical legacy
French Revolution,established,republic
monarchy,overthrew,Romanov dynasty
Arab Spring,shaped by,political landscape
just society,pursued by,Bolsheviks
political change,resulted in,transformation
political rights,ensures,equality
strikes,inspired by,uprisings
political dissent,challenges,just society
just society,contributes to,transformation
protests,inspired,socialist movements
ordinary people,demonstrated by,peaceful demonstrations
Arab Spring,sparked by,violent uprisings
monarchy,ended by,Russian Revolution
civil rights,embodies,human spirit
police brutality,exacerbated by,Arab Spring
political dissent,represented by,ordinary people
transformation,shaped by,ordinary people
oppressive regimes,opposed by,peaceful demonstrations
monarchy,replaced by,republic
police brutality,challenged by,socialist movements
accountability,requires,democracy
Romanov dynasty,influenced by,political landscape
historical legacy,shaped by,political change
historical significance,associated with,political change
revolutions,overthrew,monarchy
republic,established by,political landscape
historical legacy,contributes to,just society
authoritarian regimes,opposes,just society
Martin Luther King Jr,led,civil rights movement
police brutality,exacerbated by,strikes
protests,drives,political dissent
activism,influences,global movements
Vladimir Lenin,led,Bolsheviks
just society,resulted in,Russian Revolution
monarchy,overthrew,socialist movements
protests,demanded,accountability
Russian Revolution,ended,Romanov dynasty
unalienable rights,asserted,violent uprisings
equality,challenges,systemic racism
human rights,influences,political change
Romanov dynasty,overthrown by,republic
Vladimir Lenin,led,socialist movements
socialist movements,inspired,Arab Spring
political dissent,sparked,Arab Spring
oppressive regimes,maintained by,political landscape
systemic racism,drives,social movements
Romanov dynasty,overthrew,revolutions
Black Lives Matter,challenges,political dissent
authoritarian regimes,supported by,Vladimir Lenin
strikes,inspired,Arab Spring
police brutality,resulted from,protests
civil rights,creates,just society
global movements,promotes,equality
socialist movements,emerged from,Romanov dynasty
social justice,challenged,oppressive regimes
peaceful demonstrations,inspired by,historical legacy
ordinary people,drive,social movements
protests,holds,historical significance
violent uprisings,influenced by,historical legacy
Romanov dynasty,transformed,transformation
Black Lives Matter,galvanized,political change
oppression,suppressed by,uprisings
Vladimir Lenin,established,communist state
Black Lives Matter,advocates for,just society
uprisings,shaped,political landscape
Vladimir Lenin,shaped by,historical legacy
Black Lives Matter,responded to,police brutality
police brutality,exacerbated by,oppression
Arab Spring,challenged,oppressive regimes
Bolsheviks,overthrown by,monarchy
ordinary people,initiated,revolutions
authoritarian regimes,drives,political change
unalienable rights,influenced by,historical legacy
oppressive regimes,suppresses,political dissent
Vladimir Lenin,contributes to,historical significance
strikes,resulted from,systemic racism
strikes,challenged by,oppressive regimes
political change,shapes,social movements
peaceful demonstrations,protested against,Tiananmen Square
Tiananmen Square,repressed by,peaceful demonstrations
French Revolution,inspired by,Russian Revolution
Russian Revolution,modeled after,French Revolution
oppression,challenged by,Arab Spring
activism,influences,historical legacy
historical significance,shapes,social movements
socialist movements,inspired by,Declaration of Independence
just society,challenges,oppression
oppression,perpetuates,just society
oppressive regimes,overthrown by,communist state
uprisings,drives,activism
activism,creates,just society
uprisings,emerges from,social movements
monarchy,replaced by,communist state
