source,relation,target,speaker,role
catastrophic end,was caused by,dinosaurs,,none
behavior,influences,insights,,none
insights,is shaped by,behavior,,none
resilience,demonstrates,evolutionary traits,,none
natural world,defines,Mesozoic era,,none
Mesozoic era,is a period of,natural world,,none
behavior,drives,curiosity,,none
forests,explains,extinction theories,,none
scientific discovery,contributes to,popular culture,,none
ocean,contributes to,allure,,none
allure,is enhanced by,ocean,,none
blockbuster movies,features,creatures,,none
landscapes,features,prehistoric giants,,none
prehistoric giants,is represented in,landscapes,,none
extinction,offers,lessons,,none
exploration,examines,extinction theories,,none
study,informs,insights,,none
diversity,is represented by,prehistoric giants,,none
prehistoric giants,is characterized by,diversity,,none
intriguing,reveals,history,,none
volcanoes,shapes,ancient world,,none
Earth's history,shapes,history,,none
history,is informed by,Earth's history,,none
insights,provides,Mesozoic era,,none
curiosity,is inspired by,blockbuster movies,,none
blockbuster movies,is influenced by,curiosity,,none
dinosaurs,evokes,humbling,,none
presence,is represented by,blockbuster movies,,none
blockbuster movies,is depicted in,presence,,none
events,explains,extinction theories,,none
insights,is driven by,curiosity,,none
curiosity,is informed by,insights,,none
interconnectedness,highlights,humbling,,none
questions,raises,living things,,none
living things,is addressed by,questions,,none
ancient past,shapes,landscapes,,none
landscapes,is influenced by,ancient past,,none
volcanoes,shapes,landscapes,,none
volcanoes,influences,ancient past,,none
ancient past,is shaped by,volcanoes,,none
extinction,informs,ancient past,,none
scientific discovery,contributes to,history,,none
volcanoes,leads to,extinction,,none
extinction,is a result of,volcanoes,,none
dinosaurs,features in,popular culture,,none
curiosity,stimulates,ecosystem,,none
ecosystem,is inspired by,curiosity,,none
scientific discovery,advances,extinction,,none
habitat,supports,natural world,,none
curiosity,drives,appeal,,none
adaptations,exemplifies,carnivorous dinosaurs,,none
study,is a field of,paleontology,,none
adaptations,influences,environmental change,,none
physical features,sparks,imagination,,none
extinction,drives,scientific inquiry,,none
diet,provides,insights,,none
study,study of,asteroid impact,,none
fragility of life,affects,impact,,none
fascination,evokes,presence,,none
environmental change,affects,carnivorous dinosaurs,,none
ancient world,shaped by,events,,none
volcanoes,influences,environmental change,,none
dinosaurs,existed during,Mesozoic era,,none
creativity,inspired by,ancient world,,none
evolutionary traits,resulted from,extinction,,none
wonder,evokes,presence,,none
natural world,influenced by,environmental change,,none
impact,affected by,presence,,none
volcanoes,teaches,lessons,,none
processes,shaped by,history,,none
impact,influences,speculation,,none
fragility of life,affected by,presence,,none
asteroid impact,related to,mystery,,none
living things,comprises,natural world,,none
creativity,inspired by,forests,,none
history,shaped by,creatures,,none
impact,influences,environmental change,,none
ecosystem,supports,carnivorous dinosaurs,,none
fragility of life,affects,environmental change,,none
mystery,related to,volcanoes,,none
environmental stewardship,involves,volcanoes,,none
ancient Earth,shaped by,habitat,,none
natural world,comprises,ecosystem,,none
landscapes,influences,survival,,none
allure,attracts,ancient world,,none
extinction,results in,survival,,none
volcanoes,leads to,scientific discovery,,none
debate,sparks,impact,,none
humbling,evokes,speculation,,none
ecosystem,affects,impact,,none
history,shapes,landscapes,,none
allure,contributes to,forests,,none
scientific inquiry,inspires,creativity,,none
behavior,stimulates,imagination,,none
fragility of life,highlights,ecosystem,,none
natural world,challenges,power,,none
extinction,informs,paleontology,,none
creativity,fuels,landscapes,,none
fascination,drives,creativity,,none
habitat,sparks,diversity,,none
impact,influences,insights,,none
history,relates to,humbling,,none
history,connects to,wonder,,none
speculation,provokes,debate,,none
intriguing,is perceived as,power,,none
resilience,embodies,power,,none
creativity,fuels,wonder,,none
unique characteristics,influences,living things,,none
speculation,raises,survival,,none
ancient past,represents,dinosaurs,,none
environmental stewardship,enhances,diversity,,none
Mesozoic era,reflects,fragility of life,,none
volcanoes,inhabited,dinosaurs,,none
symbols of strength,represents,ancient world,,none
environmental change,sparks,debate,,none
diet,informs,extinction,,none
lessons,highlights,fragility of life,,none
interconnectedness,illustrates,ancient past,,none
interconnectedness,demonstrates,volcanoes,,none
natural world,symbolizes,symbols of strength,,none
catastrophic end,marks,habitat,,none
popular culture,influences,size,,none
blockbuster movies,enhances,allure,,none
lessons,contributes to,allure,,none
landscapes,shapes,ancient Earth,,none
intriguing,is perceived as,symbols of strength,,none
resilience,embodies,symbols of strength,,none
extinction,resulted in,ancient Earth,,none
ancient world,provides,insights,,none
symbols of strength,contrasts with,fragility of life,,none
curiosity,inspires,creatures,,none
significance,shapes,history,,none
history,influences,debate,,none
extinction,contrasts with,resilience,,none
significance,inspires,creativity,,none
interconnectedness,connects,creatures,,none
insights,provides,forests,,none
volcanoes,drives,scientific inquiry,,none
Earth's history,shapes,ocean,,none
natural world,affects,ocean,,none
adaptations,exemplifies,evolutionary traits,,none
climate change,influences,paleontology,,none
mystery,raises,power,,none
allure,drives,scientific discovery,,none
exploration,yields,insights,,none
exploration,sparks,curiosity,,none
events,leads to,study,,none
humbling,elicits,unique characteristics,,none
behavior,describes,creatures,,none
exploration,is explored by,ocean,,none
imagination,fuels,ocean,,none
symbols of strength,teaches,lessons,,none
intriguing,sparks,ocean,,none
resilience,demonstrates,ocean,,none
natural world,includes,creatures,,none
paleontology,is studied by,understanding,,none
intriguing,provokes,living things,,none
unique characteristics,influences,popular culture,,none
ancient world,influences,popular culture,,none
behavior,enhances,understanding,,none
power,drives,scientific discovery,,none
events,provides,insights,,none
lessons,informs,scientific discovery,,none
events,stimulates,curiosity,,none
power,is a form of,size,,none
interconnectedness,explains,extinction theories,,none
climate change,contributes to,ocean,,none
ancient Earth,shapes,volcanoes,,none
speculation,affects,significance,,none
ecosystem,includes,dinosaurs,,none
landscapes,characterizes,Mesozoic era,,none
creatures,inspires,imagination,,none
mystery,raises questions about,symbols of strength,,none
allure,attracts,dinosaurs,,none
living things,is studied by,scientific discovery,,none
curiosity,is a response to,fascination,,none
Earth's history,influenced by,impact,,none
ocean,affected by,environmental change,,none
fragility of life,threatens,Earth's history,,none
symbols of strength,contributes to,scientific discovery,,none
natural world,explains,extinction theories,,none
Earth's history,shaped by,survival,,none
wonder,sparks,curiosity,,none
behavior,informs,significance,,none
natural world,challenges,survival,,none
power,exemplifies,dinosaurs,,none
lessons,teaches,dinosaurs,,none
interconnectedness,influences,processes,,none
interconnectedness,is exemplified by,power,,none
extinction,caused by,asteroid impact,,none
survival,drives,exploration,,none
survival,is a form of,resilience,,none
ocean,is explored by,ancient world,,none
fragility of life,is threatened by,creativity,,none
unique characteristics,is exemplified by,prehistoric giants,,none
fascination,is influenced by,popular culture,,none
insights,provides,extinction theories,,none
survival,is influenced by,climate change,,none
significance,shapes,study,,none
natural world,shapes,processes,,none
symbols of strength,represents,dinosaurs,,none
history,is informed by,habitat,,none
wonder,is influenced by,popular culture,,none
volcanoes,contributes to,catastrophic end,,none
volcanoes,exhibits,evolutionary traits,,none
Earth's history,is influenced by,diet,,none
fascination,is influenced by,blockbuster movies,,none
creativity,is inspired by,habitat,,none
survival,is affected by,environmental change,,none
significance,sparks,curiosity,,none
exploration,attracts,appeal,,none
power,drives,scientific inquiry,,none
debate,is debated in,Earth's history,,none
survival,teaches,lessons,,none
humbling,is represented in,blockbuster movies,,none
wonder,is represented in,blockbuster movies,,none
diet,informs,exploration,,none
ancient world,shapes,landscapes,,none
asteroid impact,sparks,debate,,none
debate,is influenced by,asteroid impact,,none
insights,provides,processes,,none
environmental change,affects,diversity,,none
Earth's history,is shaped by,ancient Earth,,none
events,contributes to,appeal,,none
dinosaurs,interacts with,living things,,none
questions,raises,allure,,none
landscapes,shapes,ecosystem,,none
Earth's history,is informed by,resilience,,none
natural world,is influenced by,resilience,,none
diet,is affected by,climate change,,none
dinosaurs,is inhabited by,ocean,,none
forests,comprises,landscapes,,none
scientific inquiry,enhances,appeal,,none
resilience,is supported by,ancient Earth,,none
ocean,is connected to,interconnectedness,,none
asteroid impact,is influenced by,climate change,,none
debate,is influenced by,appeal,,none
appeal,is enhanced by,diversity,,none
fascination,evokes,power,,none
resilience,is associated with,intriguing,,none
evolutionary traits,informs,history,,none
ecosystem,influences,diversity,,none
climate change,is impacted by,ancient Earth,,none
intriguing,is linked to,creatures,,none
wonder,is inspired by,power,,none
ceratopsians,is part of,ancient Earth,,none
asteroid impact,is informed by,understanding,,none
events,shapes,landscapes,,none
study,provides insights into,Earth's history,,none
climate change,is affected by,resilience,,none
questions,symbolizes,symbols of strength,,none
resilience,is influenced by,environmental change,,none
asteroid impact,is influenced by,questions,,none
physical features,describes,presence,,none
catastrophic end,resulted in,ecosystem,,none
survival,inspired,dinosaurs,,none
survival,is related to,interconnectedness,,none
questions,generates,insights,,none
mystery,is captivating,intriguing,,none
presence,is influenced by,speculation,,none
habitat,was present in,Mesozoic era,,none
mystery,highlights,resilience,,none
mystery,raises,fragility of life,,none
events,shaped,forests,,none
environmental stewardship,involves,study,,none
ancient Earth,is part of,ocean,,none
survival,affects,diet,,none
environmental stewardship,was present during,Mesozoic era,,none
imagination,stimulates,size,,none
history,is part of,volcanoes,,none
forests,is influenced by,fascination,,none
environmental stewardship,provides,insights,,none
environmental stewardship,sparks,curiosity,,none
survival,is linked to,scientific inquiry,,none
forests,is inspired by,wonder,,none
study,leads to,mystery,,none
study,fuels,debate,,none
impact,stimulates,creativity,,none
behavior,affects,volcanoes,,none
dinosaurs,includes,ancient Earth,,none
dinosaurs,is a type of,creatures,,none
ancient Earth,is connected to,interconnectedness,,none
resilience,is exemplified by,dinosaurs,,none
resilience,is related to,interconnectedness,,none
creativity,is inspired by,presence,,none
habitat,is depicted in,blockbuster movies,,none
survival,is part of,ancient Earth,,none
physical features,describes,unique characteristics,,none
curiosity,enhances,allure,,none
creatures,characteristic of,size,,none
speculation,fuels,allure,,none
ecosystem,part of,environmental stewardship,,none
allure,enhances,interconnectedness,,none
extinction,informs,understanding,,none
appeal,contributes to,environmental stewardship,,none
dinosaurs,shapes,processes,,none
allure,enhances,behavior,,none
imagination,stimulates,scientific inquiry,,none
allure,evokes,natural world,,none
intriguing,captures,popular culture,,none
carnivorous dinosaurs,exhibits,evolutionary traits,,none
popular culture,influences,impact,,none
fragility of life,highlights,popular culture,,none
Mesozoic era,shaped by,impact,,none
humbling,elicits,landscapes,,none
speculation,represents,symbols of strength,,none
curiosity,sparks,asteroid impact,,none
carnivorous dinosaurs,influenced by,extinction,,none
unique characteristics,inspires,creativity,,none
scientific inquiry,drives,mystery,,none
creatures,characteristic of,ancient world,,none
history,reflects,symbols of strength,,none
humbling,elicits,wonder,,none
extinction,influences,natural world,,none
catastrophic end,results in,diet,,none
symbols of strength,symbolizes,behavior,,none
forests,nurtures,creatures,,none
curiosity,stimulates,presence,,none
speculation,provides,insights,,none
environmental change,informs,study,,none
asteroid impact,influences,behavior,,none
environmental change,characterizes,Mesozoic era,,none
extinction,affects,fragility of life,,none
catastrophic end,results in,ancient Earth,,none
forests,supports,habitat,,none
power,exhibits,unique characteristics,,none
Mesozoic era,shaped by,processes,,none
environmental change,stimulates,curiosity,,none
catastrophic end,results in,resilience,,none
mystery,informs,popular culture,,none
history,shapes,ocean,,none
fragility of life,influences,processes,,none
forests,supports,environmental stewardship,,none
ecosystem,informs,study,,none
blockbuster movies,inspired by,impact,,none
events,enhances,understanding,,none
creatures,studied by,scientific inquiry,,none
ecosystem,existed during,Mesozoic era,,none
speculation,influences,popular culture,,none
creatures,inhabited by,landscapes,,none
fascination,is directed towards,creatures,,none
symbols of strength,represents,unique characteristics,,none
climate change,affects,carnivorous dinosaurs,,none
ceratopsians,existed in,Mesozoic era,,none
catastrophic end,leads to,study,,none
wonder,evokes,creatures,,none
climate change,shapes,Earth's history,,none
climate change,affects,natural world,,none
forests,shapes,processes,,none
extinction,sparks,debate,,none
history,informs,creativity,,none
dinosaurs,features,blockbuster movies,,none
blockbuster movies,inspired by,environmental change,,none
appeal,contributes to,impact,,none
Earth's history,informs,understanding,,none
living things,supports,habitat,,none
history,is reflected in,survival,,none
exploration,involves,processes,,none
mystery,is related to,catastrophic end,,none
fascination,indicates,significance,,none
exploration,facilitates,understanding,,none
events,influences,processes,,none
appeal,contributes to,speculation,,none
environmental change,is characterized by,ecosystem,,none
creatures,is represented by,significance,,none
symbols of strength,evokes,curiosity,,none
blockbuster movies,features,ecosystem,,none
understanding,affects,climate change,,none
questions,drives,exploration,,none
questions,sparks,imagination,,none
questions,is reflected in,resilience,,none
habitat,provides,ancient past,,none
landscapes,influences,processes,,none
understanding,is understood through,significance,,none
climate change,provides,lessons,,none
dinosaurs,is characterized by,extinction,,none
environmental change,shaped by,understanding,,none
blockbuster movies,inspired by,power,,none
questions,raises,climate change,,none
lessons,is informed by,understanding,,none
curiosity,sparked by,extinction,,none
history,influences,living things,,none
humbling,evokes,habitat,,none
questions,offers insights into,lessons,,none
history,informs,resilience,,none
climate change,contributes to,scientific discovery,,none
insights,enhances,appeal,,none
understanding,surrounds,mystery,,none
blockbuster movies,represented by,symbols of strength,,none
Earth's history,occurred during,Mesozoic era,,none
behavior,influences,extinction,,none
intriguing,evokes,physical features,,none
Mesozoic era,occurred during,asteroid impact,,none
survival,contributes to,habitat,,none
scientific discovery,is enhanced by,understanding,,none
debate,centers on,processes,,none
exploration,reveals,evolutionary traits,,none
questions,leads to,scientific discovery,,none
asteroid impact,influences,diet,,none
climate change,affects,dinosaurs,,none
insights,shapes,landscapes,,none
climate change,connects,interconnectedness,,none
environmental change,influences,forests,,none
adaptations,fuels,debate,,none
events,involves,evolutionary traits,,none
power,represents,symbols of strength,,none
adaptations,contributes to,survival,,none
history,informs,mystery,,none
volcanoes,supports,living things,,none
creatures,provides,habitat,,none
prehistoric giants,inhabited by,habitat,,none
natural world,shapes,ancient past,,none
scientific inquiry,informs,evolutionary traits,,none
catastrophic end,depicts,blockbuster movies,,none
diversity,demonstrates,evolutionary traits,,none
questions,raises,dinosaurs,,none
ancient past,evokes,intriguing,,none
impact,influences,ancient past,,none
impact,affects,volcanoes,,none
extinction,contributes to,diversity,,none
fragility of life,highlights,ancient past,,none
fragility of life,underscores,volcanoes,,none
environmental stewardship,enhances,understanding,,none
climate change,drives,scientific inquiry,,none
questions,sparks,fascination,,none
exploration,advances,paleontology,,none
physical features,evokes,humbling,,none
extinction theories,is analyzed through,habitat,,none
allure,creates,size,,none
prehistoric giants,influences,adaptations,,none
blockbuster movies,inspired by,survival,,none
questions,informs,diet,,none
ancient past,drives,environmental change,,none
events,is studied in,paleontology,,none
environmental stewardship,is related to,extinction theories,,none
extinction,represents,catastrophic end,,none
Mesozoic era,characterizes,resilience,,none
physical features,shapes,popular culture,,none
environmental stewardship,is important for,significance,,none
paleontology,examines,extinction theories,,none
questions,drives,scientific inquiry,,none
humbling,evokes,volcanoes,,none
diversity,is explored in,paleontology,,none
habitat,influences,processes,,none
speculation,enhances,environmental stewardship,,none
appeal,is appreciated for,scientific discovery,,none
presence,influences,popular culture,,none
curiosity,sparks,imagination,,none
curiosity,fuels,intriguing,,none
symbols of strength,symbolizes,size,,none
debate,generates,ancient past,,none
debate,stimulates,volcanoes,,none
study,informs,Mesozoic era,,none
speculation,stimulates,exploration,,none
speculation,fuels,imagination,,none
environmental stewardship,shapes,processes,,none
interconnectedness,sparks,intriguing,,none
survival,influences,volcanoes,,none
paleontology,involves,processes,,none
presence,is exemplified by,significance,,none
behavior,is investigated through,exploration,,none
living things,is derived from,lessons,,none
extinction theories,is analyzed in,processes,,none
curiosity,informs,lessons,,none
behavior,is examined through,lessons,,none
dinosaurs,appeals to,appeal,,none
symbols of strength,has an impact on,impact,,none
curiosity,contributes to,scientific discovery,,none
insights,provides insights into,climate change,,none
wonder,contributes to,allure,,none
creatures,is represented by,presence,,none
exploration,is linked to,asteroid impact,,none
speculation,leads to,creatures,,none
humbling,is humbling to,power,,none
blockbuster movies,is depicted in,mystery,,none
mystery,raises mystery about,behavior,,none
imagination,is shaped by,lessons,,none
unique characteristics,sparks imagination in,imagination,,none
history,is part of,extinction,,none
speculation,enhances understanding of,understanding,,none
impact,is explained by,extinction theories,,none
catastrophic end,highlights fragility of,fragility of life,,none
events,is linked to,asteroid impact,,none
events,raises questions about,questions,,none
curiosity,drives interest in,dinosaurs,,none
symbols of strength,is influenced by,fascination,,none
asteroid impact,is explored through,scientific inquiry,,none
humbling,is humbling to,symbols of strength,,none
interconnectedness,illustrates interconnectedness with,dinosaurs,,none
symbols of strength,is represented by,wonder,,none
presence,is associated with,habitat,,none
impact,influences processes of,processes,,none
dinosaurs,is exhibited by,behavior,,none
creativity,enhances creativity in,living things,,none
dinosaurs,is challenged by,natural world,,none
natural world,is illustrated by,interconnectedness,,none
curiosity,fuels scientific inquiry into,scientific inquiry,,none
speculation,informs,scientific inquiry,,none
scientific inquiry,driven by,speculation,,none
imagination,inspires,dinosaurs,,none
behavior,influences,diet,,none
diet,shaped by,behavior,,none
climate change,affects,history,,none
survival,impacts,impact,,none
environmental change,shapes,processes,,none
imagination,enhances,interconnectedness,,none
popular culture,stimulates,curiosity,,none
unique characteristics,describes,creatures,,none
survival,highlights,fragility of life,,none
ocean,fuels,debate,,none
insights,provides,interconnectedness,,none
ocean,supports,survival,,none
behavior,guides,scientific inquiry,,none
ancient past,leads to,catastrophic end,,none
extinction,is subject of,study,,none
ecosystem,influences,processes,,none
extinction,occurred during,Mesozoic era,,none
ancient Earth,shapes,natural world,,none
insights,contributes to,scientific inquiry,,none
resilience,embodies,living things,,none
ocean,includes,prehistoric giants,,none
questions,raises,behavior,,none
popular culture,influences,blockbuster movies,,none
fascination,drives,ocean,,none
ancient Earth,affects,impact,,none
survival,sparks,debate,,none
forests,contributes to,extinction,,none
habitat,enhances,allure,,none
living things,illustrates,fragility of life,,none
ancient Earth,demonstrates,fragility of life,,none
wonder,evokes,ocean,,none
resilience,illustrates,impact,,none
carnivorous dinosaurs,fuels,debate,,none
resilience,highlights,fragility of life,,none
evolutionary traits,inspires,curiosity,,none
ancient past,shaped by,events,,none
environmental stewardship,influences,behavior,,none
environmental change,resulted from,ancient Earth,,none
extinction,led to,events,,none
speculation,drives,evolutionary traits,,none
blockbuster movies,inspired by,extinction,,none
mystery,raises questions about,diet,,none
landscapes,shapes,fascination,,none
creativity,inspires,creatures,,none
debate,fuels,diet,,none
ancient past,shapes,fascination,,none
extinction,affected by,landscapes,,none
living things,concerns,mystery,,none
intriguing,evokes,dinosaurs,,none
behavior,informs,evolutionary traits,,none
landscapes,shapes,wonder,,none
catastrophic end,is related to,natural world,,none
mystery,is a part of,ancient Earth,,none
understanding,enhances,Mesozoic era,,none
debate,sparks,ancient Earth,,none
ecosystem,influences,extinction,,none
habitat,shapes,events,,none
environmental stewardship,is impacted by,asteroid impact,,none
debate,fuels,resilience,,none
habitat,provides,insights,,none
history,informs,ancient past,,none
size,provokes,intriguing,,none
evolutionary traits,is derived from,insights,,none
fascination,is driven by,habitat,,none
Earth's history,shapes,processes,,none
creativity,inspires,ancient past,,none
asteroid impact,affects,processes,,none
diversity,contributes to,ocean,,none
adaptations,provides,insights,,none
power,exhibits,physical features,,none
popular culture,influences,habitat,,none
forests,is inspired by,popular culture,,none
power,is reflected in,presence,,none
Earth's history,is shaped by,forests,,none
natural world,is part of,forests,,none
symbols of strength,is represented by,physical features,,none
impact,enhances,allure,,none
ecosystem,informs,understanding,,none
carnivorous dinosaurs,is influenced by,events,,none
interconnectedness,is related to,history,,none
diversity,is represented by,survival,,none
ocean,is part of,habitat,,none
symbols of strength,is depicted in,presence,,none
fragility of life,highlights,forests,,none
events,shapes,Earth's history,,none
allure,is enhanced by,presence,,none
events,is influenced by,natural world,,none
forests,is affected by,climate change,,none
carnivorous dinosaurs,is characterized by,diversity,,none
ocean,is influenced by,environmental stewardship,,none
history,informs,behavior,,none
speculation,drives,behavior,,none
history,is connected to,allure,,none
living things,affects,blockbuster movies,,none
events,is shaped by,resilience,,none
living things,is represented in,popular culture,,none
Earth's history,is recorded in,landscapes,,none
natural world,fascinates,fascination,,none
natural world,influences,diversity,,none
adaptations,supports,ecosystem,,none
intriguing,sparks,scientific inquiry,,none
Mesozoic era,precedes,ancient past,,none
volcanoes,characterizes,Mesozoic era,,none
imagination,evokes,landscapes,,none
climate change,drives,events,,none
intriguing,is driven by,fascination,,none
resilience,inspires,fascination,,none
creativity,stimulates,power,,none
insights,provides,volcanoes,,none
history,shapes,imagination,,none
presence,is part of,ocean,,none
curiosity,sparks,volcanoes,,none
appeal,attracts,adaptations,,none
habitat,shapes,landscapes,,none
fragility of life,highlights,blockbuster movies,,none
imagination,evokes,humbling,,none
imagination,stimulates,wonder,,none
habitat,affects,extinction,,none
resilience,influences,wonder,,none
events,triggers,environmental change,,none
climate change,impacts,landscapes,,none
processes,examines,study,,none
landscapes,informs,environmental stewardship,,none
asteroid impact,explores,speculation,,none
ancient past,informs,environmental stewardship,,none
evolutionary traits,attracts,appeal,,none
extinction,is influenced by,environmental stewardship,,none
creativity,inspires,symbols of strength,,none
allure,enhances,power,,none
popular culture,shapes,volcanoes,,none
history,reflects,catastrophic end,,none
impact,is caused by,extinction,,none
environmental change,provides,insights,,none
blockbuster movies,inspired by,ancient past,,none
unique characteristics,creates,allure,,none
blockbuster movies,featured in,volcanoes,,none
mystery,adds to,fascination,,none
blockbuster movies,sparks,debate,,none
dinosaurs,habitat for,forests,,none
symbols of strength,represents,allure,,none
forests,contributes to,interconnectedness,,none
asteroid impact,influences,insights,,none
ancient past,shaped by,ecosystem,,none
ecosystem,part of,volcanoes,,none
dinosaurs,exhibits,evolutionary traits,,none
forests,found in,adaptations,,none
creatures,evokes,humbling,,none
events,involves,dinosaurs,,none
appeal,enhances,volcanoes,,none
power,evokes,ancient past,,none
power,influences,volcanoes,,none
events,connects to,interconnectedness,,none
dinosaurs,studies,scientific inquiry,,none
curiosity,sparks,power,,none
landscapes,inhabited by,dinosaurs,,none
dinosaurs,fascinates,fascination,,none
popular culture,features,creatures,,none
climate change,affects,impact,,none
landscapes,influences,interconnectedness,,none
climate change,threatens,fragility of life,,none
dinosaurs,evokes,wonder,,none
events,involves,diet,,none
events,informs,scientific inquiry,,none
wonder,induces,fascination,,none
forests,nourished by,ancient past,,none
physical features,influenced,living things,,none
events,provoked,speculation,,none
landscapes,shaped by,environmental change,,none
asteroid impact,explained by,Earth's history,,none
extinction,explains,extinction theories,,none
extinction theories,is explained by,extinction,,none
exploration,leads to,diversity,,none
environmental change,resulted in,extinction,,none
resilience,inspired,creativity,,none
events,provoked,diversity,,none
catastrophic end,resulted from,forests,,none
paleontology,studies,ceratopsians,,none
significance,contributes to,scientific inquiry,,none
survival,enhanced,study,,none
environmental stewardship,provides,lessons,,none
environmental stewardship,enhances,scientific discovery,,none
diet,is analyzed by,study,,none
understanding,informs,extinction theories,,none
habitat,is home to,dinosaurs,,none
ancient Earth,is studied by,study,,none
habitat,demonstrates,interconnectedness,,none
environmental stewardship,highlights,interconnectedness,,none
interconnectedness,influences,living things,,none
living things,is affected by,interconnectedness,,none
ancient world,shapes,history,,none
history,is defined by,ancient world,,none
extinction theories,explains,dinosaurs,,none
dinosaurs,is the subject of,extinction theories,,none
survival,contributes to,appeal,,none
appeal,is inspired by,survival,,none
curiosity,results in,impact,,none
impact,is driven by,curiosity,,none
environmental change,informs,Earth's history,,none
Earth's history,is shaped by,environmental change,,none
living things,exhibits behavior of,behavior,,none
history,shapes history of,forests,,none
carnivorous dinosaurs,contributes to appeal of,appeal,,none
allure,evokes allure for,living things,,none
environmental stewardship,informs scientific inquiry on,scientific inquiry,,none
speculation,raises speculation about,fragility of life,,none
popular culture,is a symbol of,resilience,,none
interconnectedness,highlights interconnectedness of,fragility of life,,none
environmental change,drives,exploration,,none
exploration,is motivated by,environmental change,,none
impact,provides,lessons,,none
lessons,is informed by,impact,,none
impact,is impacted by,behavior,,none
ecosystem,shapes Earth's history through,Earth's history,,none
imagination,sparks imagination in,living things,,none
speculation,fuels speculation on,environmental change,,none
behavior,affects behavior of,fragility of life,,none
carnivorous dinosaurs,provides insights into,insights,,none
curiosity,is a humbling experience for,humbling,,none
ancient Earth,informs understanding of,environmental stewardship,,none
natural world,provides insights into,insights,,none
ancient Earth,shapes ecosystem of,ecosystem,,none
impact,leads to,scientific discovery,,none
scientific discovery,is a result of,impact,,none
blockbuster movies,inspires creativity in,creativity,,none
imagination,inspired by,power,,none
resilience,contributes to,appeal,,none
humbling,evokes,behavior,,none
fascination,drives,behavior,,none
allure,enhances,humbling,,none
ancient past,explains,extinction theories,,none
extinction theories,is the basis for,ancient past,,none
ecosystem,provides,lessons,,none
lessons,is informed by,ecosystem,,none
wonder,influences,behavior,,none
debate,sparks,behavior,,none
unique characteristics,provokes,intriguing,,none
dinosaurs,affects,impact,,none
environmental change,contributes to,scientific discovery,,none
scientific discovery,is driven by,environmental change,,none
survival,influences,behavior,,none
debate,is debated in,natural world,,none
popular culture,is enhanced by,allure,,none
impact,is related to,interconnectedness,,none
imagination,is inspired by,symbols of strength,,none
ancient world,defines,Mesozoic era,,none
Mesozoic era,is characterized by,ancient world,,none
dinosaurs,is represented by,presence,,none
fascination,is driven by,unique characteristics,,none
speculation,is focused on,dinosaurs,,none
paleontology,reveals,evolutionary traits,,none
evolutionary traits,is studied by,paleontology,,none
Mesozoic era,is characterized by,forests,,none
exploration,facilitates,study,,none
study,is enhanced by,exploration,,none
debate,is discussed in,insights,,none
environmental change,is associated with,dinosaurs,,none
environmental change,is linked to,interconnectedness,,none
scientific inquiry,is influenced by,impact,,none
extinction theories,caused,catastrophic end,,none
catastrophic end,resulted from,extinction theories,,none
ancient Earth,nourishes,forests,,none
natural world,shapes,Earth's history,,none
lessons,informs,creatures,,none
dinosaurs,provides,insights,,none
