source,relation,target,speaker,role
grammar,is derived from,Old English,,none
printing press,is facilitated by,lingua franca,,none
vocabulary changes,affects,pronunciation,,none
printing press,affects,cultural influences,,none
English language,is a component of,vocabulary,,none
vocabulary changes,influenced by,American English,,none
language diversity,contributed to,British Empire,,none
international communication,enables,lingua franca,,none
language diversity,shapes,language evolution,,none
language resilience,demonstrates,grammar,,none
historical linguistics,influenced by,Great Vowel Shift,,none
language adaptation,facilitates,communication,,none
cultural exchange,shaped by,historical events,,none
language adaptation,resulted from,Norman Conquest,,none
language resilience,demonstrates,diverse cultures,,none
language history,is a form of,Old English,,none
vocabulary,influences,language mixing,,none
diplomacy,shapes,language influence,,none
international communication,is a result of,language transformation,,none
language diversity,influences,French influence,,none
lingua franca,is a result of,language history,,none
literary works,is part of,English literature,,none
Anglo-Saxons,is a source of,linguistic heritage,,none
language resilience,demonstrates,language history,,none
language diversity,influences,pronunciation shifts,,none
Australian English,is a form of,language diversity,,none
cultural influences,influences,entertainment,,none
vocabulary changes,affects,English language,,none
Great Vowel Shift,is influenced by,language mixing,,none
Anglo-Saxons,contributes to,language evolution,,none
Old English,is a type of,global language,,none
language adaptation,is influenced by,British Empire,,none
Indian English,is a form of,linguistic heritage,,none
language resilience,demonstrates,global language,,none
American English,is a form of,language diversity,,none
Anglo-Saxons,influences,French influence,,none
cultural exchange,is influenced by,William Shakespeare,,none
vocabulary changes,affects,language mixing,,none
complex grammar,affects,language transformation,,none
language transformation,demonstrates,language resilience,,none
language resilience,is a result of,language transformation,,none
Australian English,contributes to,dialect development,,none
1.5 billion speakers,is supported by,lingua franca,,none
Anglo-Saxons,influences,pronunciation shifts,,none
Middle English,evolved into,Old Norman,,none
French influence,enhances,language resilience,,none
cultural influences,shapes,communication,,none
Old English,is shaped by,language diversity,,none
language adaptation,demonstrates,adaptability,,none
lingua franca,is a characteristic of,language diversity,,none
Australian English,affects,cultural influences,,none
language adaptation,facilitates,dialect development,,none
American English,is a form of,dialect development,,none
historical linguistics,informs,language adaptation,,none
language resilience,is supported by,language diversity,,none
Indian English,experiences,pronunciation shifts,,none
complex grammar,affects,language influence,,none
language transformation,is related to,pronunciation,,none
cultural exchange,promotes,printing press,,none
historical linguistics,is studied in,vocabulary,,none
language adaptation,shapes,cultural influences,,none
American English,shapes,cultural influences,,none
cultural exchange,enhances,international communication,,none
literary works,is exemplified by,Canterbury Tales,,none
science,influences,language adaptation,,none
diverse cultures,results in,language mixing,,none
English language,is influenced by,language influence,,none
historical linguistics,is analyzed in,vocabulary changes,,none
Old English,developed into,Anglo-Saxons,,none
vocabulary changes,leads to,dialects,,none
language mixing,is influenced by,entertainment,,none
language influence,is shaped by,1.5 billion speakers,,none
printing press,facilitates,language mixing,,none
cultural influences,affects,French influence,,none
historical linguistics,is a result of,Norman Conquest,,none
Anglo-Saxons,demonstrates,language resilience,,none
language adaptation,is a factor in,language resilience,,none
British Empire,influenced by,dialects,,none
printing press,aided the development of,English language,,none
pronunciation shifts,influences,English literature,,none
Anglo-Saxons,influenced by,American English,,none
language influence,is a process of,language transformation,,none
English literature,influenced by,French influence,,none
language mixing,facilitates,communication,,none
Norman Conquest,led to,language mixing,,none
language history,shaped by,historical events,,none
language adaptation,affects,pronunciation,,none
inflected language,characterized by,vocabulary changes,,none
printing press,influenced the development of,dialects,,none
dialect development,resulted from,Great Vowel Shift,,none
language history,documents,grammar,,none
English language,influenced by,Australian English,,none
language mixing,influenced by,British Empire,,none
language mixing,contributes to,language evolution,,none
cultural influences,strengthens,language resilience,,none
historical linguistics,studies,dialect development,,none
English language,adapted by,language adaptation,,none
Australian English,emerges from,language mixing,,none
historical linguistics,examines,cultural influences,,none
dialect development,influences,science,,none
language diversity,shaped by,historical events,,none
language influence,influences,language history,,none
Canterbury Tales,inspired by,pronunciation shifts,,none
language adaptation,influences,language mixing,,none
American English,develops from,language mixing,,none
vocabulary changes,influences,English literature,,none
pronunciation shifts,reflects,linguistic heritage,,none
printing press,impacted by,language history,,none
vocabulary changes,contributes to,global language,,none
language mixing,shaped by,cultural influences,,none
language history,facilitates,international communication,,none
historical linguistics,studies,Indian English,,none
language adaptation,influenced by,historical events,,none
dialect development,influences,entertainment,,none
French influence,influenced by,resilience,,none
language diversity,shaped by,language history,,none
language mixing,strengthens,language resilience,,none
language diversity,influences,language influence,,none
linguistic heritage,derived from,inflected language,,none
language adaptation,produces,dialects,,none
American English,is a type of,dialects,,none
diverse cultures,influenced,English literature,,none
Norman Conquest,contributes to,linguistic heritage,,none
British Empire,demonstrates,resilience,,none
diplomacy,facilitates,cultural exchange,,none
vocabulary changes,influences,science,,none
diverse cultures,contributed to,global language,,none
linguistic heritage,is a component of,vocabulary,,none
dialect development,enhances,communication,,none
Norman Conquest,is influenced by,dialect development,,none
printing press,is impacted by,language diversity,,none
adaptability,drives,language transformation,,none
Anglo-Saxons,shapes,language history,,none
Indian English,is a result of,language transformation,,none
printing press,supports,global language,,none
language mixing,affects,pronunciation,,none
Great Vowel Shift,is shaped by,language influence,,none
French influence,is influenced by,inflected language,,none
language diversity,supports,international communication,,none
technology,influences,Indian English,,none
language mixing,is a result of,dialects,,none
Anglo-Saxons,contributes to,language influence,,none
historical linguistics,studies,English language,,none
Canterbury Tales,is exemplified by,vocabulary changes,,none
Old Norman,is influenced by,vocabulary changes,,none
Early Modern English,is characterized by,pronunciation shifts,,none
French influence,is influenced by,vocabulary,,none
British Empire,influenced by,international communication,,none
dialect development,is driven by,British Empire,,none
Great Vowel Shift,affects,pronunciation,,none
dialect development,is a part of,language evolution,,none
pronunciation shifts,is affected by,vocabulary,,none
inflected language,is influenced by,language adaptation,,none
linguistic heritage,is a component of,vocabulary changes,,none
historical linguistics,analyzes,language mixing,,none
science,shapes,English language,,none
Indian English,is shaped by,language influence,,none
complex grammar,characterizes,Middle English,,none
printing press,enhances,entertainment,,none
vocabulary changes,is a result of,language evolution,,none
language mixing,is influenced by,science,,none
Norman Conquest,led to,Middle English,,none
complex grammar,evolved into,Early Modern English,,none
linguistic heritage,is a part of,communication,,none
dialect development,is influenced by,international communication,,none
Geoffrey Chaucer,authored,Middle English,,none
linguistic heritage,is a component of,pronunciation,,none
vocabulary changes,influences,pronunciation shifts,,none
pronunciation shifts,shaped by,vocabulary changes,,none
inflected language,demonstrates,language resilience,,none
vocabulary,originated from,Old English,,none
international communication,shaped by,cultural influences,,none
dialect development,influenced by,cultural influences,,none
Early Modern English,influences,pronunciation,,none
Australian English,is a form of,global language,,none
literary works,authored by,William Shakespeare,,none
printing press,contributes to,linguistic heritage,,none
English literature,influenced by,William Shakespeare,,none
language mixing,resulted from,historical events,,none
language adaptation,enables,global language,,none
American English,is a type of,global language,,none
printing press,drives,language evolution,,none
British Empire,transformed by,language transformation,,none
diverse cultures,affects,diplomacy,,none
language influence,influenced by,Norman Conquest,,none
Indian English,shaped by,diverse cultures,,none
Canterbury Tales,inspired by,William Shakespeare,,none
Old Norman,contributes to,English literature,,none
science,became,global language,,none
global language,influenced by,science,,none
lingua franca,shaped by,diverse cultures,,none
American English,exemplifies,adaptability,,none
Indian English,influenced by,vocabulary,,none
business,facilitates,communication,,none
international communication,influences,dialects,,none
grammar,defines,Indian English,,none
grammar,is characterized by,complex grammar,,none
science,influences,entertainment,,none
business,shaped by,British Empire,,none
American English,functions as,lingua franca,,none
standardization,enables,communication,,none
language history,influences,Indian English,,none
complex grammar,characterized by,language history,,none
American English,demonstrates,language resilience,,none
dialects,reflects,language evolution,,none
vocabulary changes,shapes,language history,,none
technology,drives,language adaptation,,none
science,enhances,communication,,none
literary works,influenced by,standardization,,none
dialects,impacts,French influence,,none
vocabulary changes,affects,language influence,,none
dialect development,results in,inflected language,,none
historical linguistics,shaped by,British Empire,,none
historical linguistics,contributes to,language evolution,,none
printing press,influenced,historical events,,none
language transformation,influences,grammar,,none
dialects,affected by,pronunciation shifts,,none
diverse cultures,shapes,language transformation,,none
historical linguistics,explores,language diversity,,none
historical linguistics,influences,French influence,,none
science,drives,language evolution,,none
adaptability,facilitates,dialect development,,none
language mixing,contributes to,linguistic heritage,,none
Indian English,results in,dialect development,,none
Norman Conquest,transformed into,Old English,,none
language diversity,influences,Indian English,,none
historical events,shapes,language evolution,,none
complex grammar,characterized by,language diversity,,none
language history,influences,language transformation,,none
complex grammar,characterizes,inflected language,,none
standardization,enhances,adaptability,,none
historical linguistics,affects,adaptability,,none
literary works,produced by,Geoffrey Chaucer,,none
grammar,shapes,language influence,,none
cultural influences,influences,adaptability,,none
Indian English,shaped by,cultural influences,,none
diverse cultures,influences,language influence,,none
Old English,evolved from,dialects,,none
Old English,evolved into,language evolution,,none
science,contributes to,adaptability,,none
1.5 billion speakers,spoken by,English language,,none
cultural influences,influences,standardization,,none
lingua franca,facilitates,communication,,none
language mixing,influences,French influence,,none
English language,reflects,diverse cultures,,none
language transformation,transformed by,global language,,none
Great Vowel Shift,contributed to,language evolution,,none
Early Modern English,exemplifies,English literature,,none
printing press,influences,language influence,,none
British Empire,enhanced by,communication,,none
language resilience,demonstrates,dialects,,none
language mixing,causes,pronunciation shifts,,none
global language,established by,international communication,,none
language transformation,transforms,French influence,,none
dialect development,contributes to,global language,,none
English language,influenced by,Great Vowel Shift,,none
lingua franca,is studied by,historical linguistics,,none
cultural influences,shapes,historical events,,none
lingua franca,supported by,British Empire,,none
language resilience,is resilient in,historical linguistics,,none
language diversity,transforms,language transformation,,none
technology,enhances,adaptability,,none
language influence,is influenced by,global language,,none
technology,demonstrates,resilience,,none
Old English,influences,science,,none
literary works,demonstrates,resilience,,none
technology,develops,dialect development,,none
business,facilitates,standardization,,none
lingua franca,established as,science,,none
pronunciation,affects,language resilience,,none
international communication,influences,entertainment,,none
communication,facilitates,diplomacy,,none
pronunciation,influences,Indian English,,none
historical events,shaped by,American English,,none
science,affects,language resilience,,none
Anglo-Saxons,influenced by,historical linguistics,,none
global language,characterizes,complex grammar,,none
Old English,is influenced by,language mixing,,none
technology,influences,cultural influences,,none
historical events,demonstrates,language resilience,,none
pronunciation,is studied in,historical linguistics,,none
Middle English,represents,English literature,,none
Anglo-Saxons,transforms,language transformation,,none
dialect development,developed from,lingua franca,,none
inflected language,is influenced by,language influence,,none
language adaptation,transforms,language transformation,,none
Old English,is influenced by,Great Vowel Shift,,none
Australian English,is part of,language history,,none
British Empire,influences,diplomacy,,none
language resilience,demonstrates,Old English,,none
lingua franca,shapes,cultural influences,,none
language resilience,is resilient in,Great Vowel Shift,,none
pronunciation shifts,influenced by,Middle English,,none
Indian English,variant of,English language,,none
British Empire,shaped by,cultural influences,,none
American English,part of,language history,,none
Great Vowel Shift,resulted in,grammar,,none
vocabulary,contributes to,language adaptation,,none
linguistic heritage,influenced by,international communication,,none
1.5 billion speakers,spoken by,language history,,none
language adaptation,driven by,language influence,,none
diverse cultures,influenced by,language history,,none
dialect development,related to,linguistic heritage,,none
Indian English,resulted from,language mixing,,none
printing press,enabled by,Australian English,,none
pronunciation,affected by,Old English,,none
international communication,shaped by,language evolution,,none
international communication,utilized in,Australian English,,none
cultural exchange,inspired by,literary works,,none
Great Vowel Shift,influenced by,language history,,none
printing press,facilitated by,language adaptation,,none
printing press,enabled by,American English,,none
international communication,influenced by,French influence,,none
diplomacy,affected by,cultural influences,,none
cultural influences,led to,language transformation,,none
dialect development,influenced by,French influence,,none
dialects,resulted from,historical events,,none
language adaptation,enhanced by,international communication,,none
international communication,utilized in,American English,,none
English language,resulted from,Norman Conquest,,none
dialect development,affected by,diplomacy,,none
pronunciation,shaped by,lingua franca,,none
dialect development,influenced by,pronunciation shifts,,none
Middle English,exemplified by,Canterbury Tales,,none
Norman Conquest,influenced by,language evolution,,none
language evolution,triggered,Norman Conquest,,none
complex grammar,characterizes,language evolution,,none
Great Vowel Shift,transformed by,global language,,none
Norman Conquest,led to,Early Modern English,,none
technology,shapes,English language,,none
historical linguistics,studies,historical events,,none
1.5 billion speakers,spoken by,language diversity,,none
cultural exchange,enhances,adaptability,,none
dialects,influenced by,adaptability,,none
dialects,is a type of,Indian English,,none
language diversity,reflects,diverse cultures,,none
vocabulary,exemplifies,Early Modern English,,none
cultural exchange,demonstrates,resilience,,none
language influence,affects,entertainment,,none
linguistic heritage,is part of,entertainment,,none
technology,facilitates,language mixing,,none
historical events,shaped by,science,,none
grammar,results in,language adaptation,,none
Great Vowel Shift,influenced by,language diversity,,none
cultural exchange,shapes,cultural influences,,none
dialect development,originated from,Old English,,none
English language,is represented by,lingua franca,,none
vocabulary,is influenced by,grammar,,none
dialects,affects,language influence,,none
Old English,spoken in,England,,none
Old English,started in,5th century,,none
Old English,ended in,11th century,,none
Middle English,began in,11th century,,none
Middle English,ended in,15th century,,none
William Caxton,invented,printing press,,none
printing press,invented in late,15th century,,none
English language,became the,global language,,none
Early Modern English,began in,15th century,,none
