source,relation,target
legendary island,describes,concrete evidence
corruption,resulted from,powerful civilization
swallowed by sea,was affected by,Plato
catastrophic event,sparked,historical debates
inspiration,inspired,advanced knowledge
trace,reveals,mystery
powerful civilization,was located in,Strait of Gibraltar
inspiration,led to,disappearance
advanced civilization,was referenced by,ancient Greece
skepticism,challenges,advanced civilization
inspiration,inspired,Pillars of Hercules
downfall,results in,legendary island
Plato,was created by,ancient myths
downfall,led to,historical context
disappearance,resulted in,advanced civilization
curiosity,fuels,debate
legendary tales,describes,lost civilization
inspiration,is associated with,power-hungry
inspiration,provoked,debate
remnants,inspired by,imagination
Pillars of Hercules,associated with,advanced civilization
trace,marks,Strait of Gibraltar
advanced knowledge,is linked to,myth
captivating story,is a part of,concrete evidence
trace,indicates,legendary island
cataclysm,prompted expeditions,expeditions
dialogues,was written in,ancient Greece
skepticism,is met with,legendary tales
legendary tales,captures,imagination
power-hungry,contributed to,advanced civilization
military power,grants,resources
mystery,is related to,catastrophic event
debate,sparked,advanced civilization
destruction,resulted in,military power
disappearance,is associated with,myth
disappearance,is characterized by,legendary tales
Atlantis,inspired,expeditions
technology,possesses,rich resources
Strait of Gibraltar,evoked,wonder
philosophical lessons,is derived from,skepticism
curiosity,provoked,Atlantic Ocean
Atlantis,originated from,advanced civilization
lost civilization,inspired,dialogues
ancient myths,provokes,historical debates
mystery,explained by,cataclysm
utopia,is described as,noble people
myth,illustrates,moral decline
lost civilization,is characterized by,enduring mystery
legendary tales,depicts,moral decline
legendary island,evoked,wonder
remnants,is associated with,enduring mystery
cautionary tale,is a,Plato
civilization theories,is explained by,corruption
ancient Greece,is linked to,concrete evidence
historical context,is contextualized by,myth
Timaeus,mentioned in,Strait of Gibraltar
corruption,is characterized by,legend
Mediterranean Sea,inspired,expeditions
cautionary tale,derived from,imagination
Atlantis,is a,myth
imagination,inspired,expeditions
destruction,provoked,theories
mystery,explains,destruction
Timaeus,is a,utopia
lost civilization,refers to,concrete evidence
remnants,inspired,expeditions
destruction,resulted from,resources
skepticism,met with,concrete evidence
legend,is a,legendary island
power-hungry,initiated,expeditions
dialogues,contains,Timaeus
Plato,possesses,resources
trace,doubted by,skepticism
Atlantis,described as,concrete evidence
dialogues,explained in,mystery
Atlantic Ocean,associated with,dialogues
cataclysm,related to,dialogues
advanced civilization,compared to,utopia
cautionary tale,serves as,Timaeus
advanced civilization,exemplifies,military power
advanced civilization,exemplifies,hubris
myth,serves as,cautionary tale
skepticism,questioned by,wonder
theories,explains,cataclysm
technology,contributed to,downfall
utopia,associated with,power-hungry
resources,stimulates,curiosity
hubris,led to,cataclysm
destruction,stimulates,curiosity
cautionary tale,illustrates,cataclysm
myth,exemplifies,military power
myth,illustrates,hubris
trace,associated with,technology
cataclysm,questioned by,skepticism
dramatic event,stimulates,curiosity
Critias,associated with,Atlantic Ocean
dramatic event,influenced by,technology
Atlantis,fascinates,wonder
advanced civilization,inspired by,theories
remnants,evidence of,historical context
advanced civilization,mentioned in,Critias
captivating story,inspires,cultural fascination
advanced knowledge,basis for,theories
imagination,conveys,philosophical lessons
trace,absence of,captivating story
catastrophic event,creates,enduring mystery
catastrophic event,influences,technology
moral decline,illustrates,philosophical lessons
civilization theories,informs,location theories
skepticism,challenges,location theories
cultural fascination,contextualizes,powerful civilization
myth,mentioned in,Critias
Atlantis,debated about,debate
trace,leaves no,powerful civilization
Timaeus,mentioned in,Pillars of Hercules
moral decline,attributes,Plato
legend,associated with,skepticism
swallowed by sea,serves as,cautionary tale
corruption,results in,mystery
ancient myths,contrasts with,advanced civilization
advanced civilization,possessed by,resources
Strait of Gibraltar,located near,noble people
legendary island,sought by,expeditions
remnants,inspired by,cultural fascination
ancient Greece,influences,philosophical lessons
historical context,prompted,expeditions
corruption,drives,expeditions
power-hungry,leads to,philosophical lessons
swallowed by sea,results from,wonder
greed,influences,civilization theories
advanced knowledge,provides,Critias
military power,reflects,swallowed by sea
noble people,describes,legendary island
catastrophic event,results in,captivating story
historical debates,sparks,Plato
historical debates,influences,imagination
Critias,describes,disappearance
military power,demonstrates,disappearance
technology,informs,location theories
historical debates,contributes to,moral decline
Timaeus,described in,powerful civilization
catastrophic event,resulted in,powerful civilization
rich resources,belongs to,legendary island
Atlantic Ocean,located in,powerful civilization
cataclysm,caused by,powerful civilization
cultural fascination,inspired by,expeditions
Atlantis,mentioned in,Critias
Antarctica,speculated to be in,powerful civilization
curiosity,stimulates,inspiration
powerful civilization,associated with,Mediterranean Sea
cautionary tale,serves as,wonder
advanced civilization,inspires,curiosity
legend,is associated with,trace
downfall,results in,imagination
trace,leaves no,Plato
Plato,is described by,advanced civilization
Pillars of Hercules,is characterized by,power-hungry
military power,is inspired by,wonder
hubris,is a result of,wonder
trace,is left by,imagination
Timaeus,is referenced in,legend
greed,is driven by,power-hungry
greed,sparks,debate
Strait of Gibraltar,is located near,lost civilization
debate,is influenced by,cautionary tale
Plato,is created by,myth
dialogues,is discussed in,technology
legend,is a result of,cataclysm
military power,is characterized by,power-hungry
Timaeus,is referenced in,Mediterranean Sea
debate,is influenced by,military power
skepticism,is met with,destruction
utopia,is contained in,dialogues
military power,is discussed in,dialogues
Atlantic Ocean,is pursued by,expeditions
hubris,is discussed in,dialogues
Critias,is referenced in,wonder
dramatic event,is associated with,lost civilization
theories,is influenced by,military power
advanced civilization,is described as,legendary island
theories,is influenced by,hubris
imagination,is a result of,cataclysm
skepticism,is met with,dramatic event
resources,is associated with,Atlantis
Atlantis,was destroyed by,destruction
dialogues,inspired,theories
Plato,is the source of,legend
lost civilization,is believed to be located in,Atlantic Ocean
civilization theories,describes as,power-hungry
myth,is,captivating story
downfall,led to,legendary tales
inspiration,inspired by,ancient Greece
legendary tales,creates,cultural fascination
Atlantis,possesses,rich resources
curiosity,sparks,historical debates
inspiration,provides,lost civilization
ancient myths,has,rich resources
rich resources,characterizes,advanced civilization
Strait of Gibraltar,describes,legendary island
legendary island,located in,Atlantic Ocean
lost civilization,was destroyed by,swallowed by sea
swallowed by sea,caused the destruction of,lost civilization
legendary tales,evokes,mystery
mystery,is inspired by,legendary tales
captivating story,possesses,rich resources
rich resources,is featured in,captivating story
fascination,leads to,downfall
downfall,is a result of,fascination
legendary island,resulted in,cataclysm
Critias,described in,destruction
Strait of Gibraltar,mentioned in,dialogues
Plato,is associated with,corruption
corruption,is a theme in,Plato
wonder,is inspired by,captivating story
captivating story,is a result of,wonder
Critias,wrote,Plato
ancient myths,is characterized as,powerful civilization
powerful civilization,is a theme in,ancient myths
legendary island,discussed in,dialogues
moral decline,results in,corruption
corruption,is caused by,moral decline
Critias,described in,dramatic event
fascination,inspires,enduring mystery
ancient Greece,originated from,greed
military power,possesses,mystery
disappearance,questions,skepticism
disappearance,drives,expeditions
hubris,is a consequence of,mystery
Timaeus,is discussed in,captivating story
wonder,evokes,enduring mystery
greed,is affected by,noble people
fascination,is inspired by,wonder
technology,drives,inspiration
rich resources,fuels,historical debates
historical debates,is a result of,downfall
dramatic event,influenced by,greed
Pillars of Hercules,questioned by,skepticism
ancient myths,is presented in,dialogues
civilization theories,is explained by,trace
remnants,is driven by,fascination
power-hungry,associated with,skepticism
debate,sparked by,skepticism
captivating story,is linked to,cataclysm
trace,resulted from,cataclysm
advanced knowledge,is related to,catastrophic event
Critias,described in,legend
remnants,inspired by,wonder
expeditions,is influenced by,historical debates
destruction,caused by,downfall
destruction,destroyed by,technology
destruction,captures,cultural fascination
powerful civilization,is associated with,wonder
Atlantis,questioned by,skepticism
civilization theories,is theorized about,powerful civilization
technology,informs,advanced knowledge
corruption,is a factor in,concrete evidence
skepticism,doubted by,technology
advanced knowledge,is a cause of,cataclysm
lost civilization,evokes,curiosity
rich resources,is a characteristic of,myth
trace,evidenced by,destruction
downfall,is a consequence of,noble people
noble people,is a theme in,captivating story
remnants,stimulated by,curiosity
Mediterranean Sea,located near,Strait of Gibraltar
captivating story,provides,inspiration
legend,is the subject of,location theories
dramatic event,led to,downfall
captivating story,is a part of,dramatic event
mystery,explained by,theories
Strait of Gibraltar,associated with,imagination
Critias,discussed in,mystery
utopia,serves as,cautionary tale
utopia,inspired by,expeditions
greed,associated with,lost civilization
Pillars of Hercules,located near,technology
legendary island,associated with,Mediterranean Sea
moral decline,contributes to,technology
dramatic event,evidenced by,trace
powerful civilization,serves as,inspiration
power-hungry,caused by,technology
downfall,leads to,rich resources
debate,debated by,technology
philosophical lessons,is a source of,advanced civilization
destruction,is a consequence of,captivating story
greed,inspired by,imagination
rich resources,fuels,cultural fascination
powerful civilization,is a result of,moral decline
military power,is associated with,catastrophic event
wonder,motivated by,expeditions
swallowed by sea,is caused by,philosophical lessons
advanced knowledge,informs,location theories
advanced knowledge,is enhanced by,captivating story
Atlantis,associated with,technology
Critias,discussed in,Strait of Gibraltar
Strait of Gibraltar,is located near,ancient Greece
catastrophic event,is a type of,destruction
trace,evidenced by,downfall
philosophical lessons,provides,myth
legend,is a part of,advanced knowledge
powerful civilization,enhances,advanced knowledge
Pillars of Hercules,is associated with,captivating story
legendary island,is the origin of,ancient Greece
Atlantis,described in,Timaeus
Atlantis,location of,Pillars of Hercules
power-hungry,is characterized by,captivating story
disappearance,is a result of,powerful civilization
captivating story,sparks,debate
curiosity,sparked by,cataclysm
debate,inspired by,expeditions
lost civilization,is a type of,legendary island
Plato,wrote,Timaeus
Plato,associated with,Atlantic Ocean
mystery,inspires,technology
Critias,initiated by,expeditions
advanced civilization,leads to,downfall
advanced civilization,inspires,cultural fascination
cultural fascination,is fascinated by,advanced civilization
Critias,part of,dialogues
rich resources,is associated with,legend
legend,inspired by,downfall
myth,is a type of,legendary tales
myth,is contrasted with,powerful civilization
legendary tales,is related to,powerful civilization
remnants,supports,civilization theories
advanced knowledge,is sought for,Mediterranean Sea
location theories,leads to,expeditions
advanced civilization,destroyed by,destruction
rich resources,is derived from,fascination
Critias,is attributed to,corruption
legendary island,evokes,curiosity
wonder,is inspired by,ancient myths
cultural fascination,is fascinated by,myth
moral decline,is caused by,advanced knowledge
historical context,sparks,curiosity
rich resources,is inspired by,wonder
philosophical lessons,informs,theories
imagination,is linked to,disappearance
noble people,is characterized by,advanced civilization
inspiration,is inspired by,catastrophic event
moral decline,is associated with,Pillars of Hercules
location theories,is influenced by,corruption
imagination,is affected by,moral decline
moral decline,is characterized by,power-hungry
ancient Greece,is associated with,advanced knowledge
advanced civilization,is linked to,catastrophic event
inspiration,is inspired by,cataclysm
curiosity,evokes,catastrophic event
imagination,inspired by,Atlantis
noble people,is characterized by,enduring mystery
noble people,is a source of,fascination
remnants,remnants of,destruction
remnants,remnants of,downfall
ancient myths,inspires,curiosity
imagination,was caused by,swallowed by sea
trace,leaves no,swallowed by sea
dialogues,conveys,philosophical lessons
technology,influences,ancient myths
moral decline,was caused by,swallowed by sea
captivating story,generates,theories
noble people,prompted,expeditions
legendary tales,results in,destruction
cultural fascination,fuels,legendary island
corruption,is a consequence of,destruction
legendary tales,implies,advanced knowledge
powerful civilization,generates,theories
trace,is a subject of,historical debates
Timaeus,is referenced in,swallowed by sea
civilization theories,prompted,expeditions
corruption,is a result of,noble people
catastrophic event,is a significant event of,swallowed by sea
debate,sparks,historical debates
philosophical lessons,evokes,Plato
Timaeus,is discussed in,corruption
dramatic event,is associated with,corruption
legendary tales,is related to,Pillars of Hercules
powerful civilization,is inspired by,fascination
historical debates,is a topic in,dialogues
swallowed by sea,is a result of,remnants
legendary island,is a subject of,civilization theories
legendary tales,is characterized by,power-hungry
myth,fuels,debate
legendary tales,is inspired by,wonder
philosophical lessons,is a topic in,Critias
historical context,is a subject of,civilization theories
cataclysm,is a result of,swallowed by sea
legendary tales,sparks,debate
