source,relation,target
empowerment,is a part of,rite of passage
visual art,is associated with,yakuza
Samoan culture,is expressed through,indigenous practices
cultural roots,fosters,connection
cultural roots,fosters,empowerment
cultural roots,is represented by,pe'a
strength,is expressed through,communal identities
family lineage,is represented by,pe'a
intricate designs,is characterized by,memorial tattoos
traditions,fosters,belonging
strength,is expressed through,personal values
Samoan culture,is a part of,rite of passage
strength,is expressed through,cultural roots
nature,is expressed through,indigenous practices
lineage,is a part of,traditions
social status,denotes,loyalty
heritage,represents,lineage
empowerment,connects to,nature
belonging,fosters,ceremony
connection,enhances,body art
empowerment,is expressed in,ceremony
rite of passage,symbolizes,nature
traditions,embodies,courage
empowerment,promotes,body art
loyalty,is associated with,magical properties
memorial tattoos,serves as,symbols
lineage,denotes,ceremony
transition into adulthood,marks,life events
loyalty,involves,rituals
visual art,represents,personal meaning
body art,signifies,transition into adulthood
traditions,is expressed through,loyalty
self-expression,reflects,personal values
yakuza,is represented by,pe'a
empowerment,is linked to,personal values
life events,is marked by,personal values
communal identities,is shaped by,achievements
cultural roots,is reflected in,life events
communal identities,is part of,loyalty
cultural roots,holds,significance
empowerment,fosters,belonging
visual art,reflects,cultural identity
memorial tattoos,is a type of,tattoos
self-expression,is expressed through,lineage
self-expression,is linked to,significance
empowerment,marks,transition into adulthood
cultural roots,is associated with,yakuza
tribal affiliations,is part of,indigenous practices
family lineage,is linked to,yakuza
empowerment,is represented by,lineage
strength,is associated with,significance
courage,is reflected in,self-expression
nature,symbolizes,connection
Samoan culture,associated with,social status
achievements,represents,body art
mythology,inspired by,intricate designs
rite of passage,symbolizes,belonging
traditions,associated with,magical properties
traditions,involves,rituals
personal meaning,shapes,cultural roots
rite of passage,marks,life events
strength,represents,personal meaning
magical properties,enhances,connection
symbols,serves as,achievements
tattoos,reflects,personal values
belonging,fosters,achievements
symbols,represent,tattoos
courage,associated with,strength
magical properties,enhances,strength
cultural roots,connects to,cultural identity
family lineage,signifies,cultural identity
visual art,provides,empowerment
transition into adulthood,marks,community commitment
achievements,represents,nature
Samoan culture,associated with,communal identities
courage,demonstrates,achievements
rite of passage,marks,cultural roots
rite of passage,denotes,family lineage
lineage,indicates,tribal affiliations
empowerment,enhances,magical properties
lineage,denotes,social status
rite of passage,symbolizes,connection
connection,is marked by,rite of passage
personal meaning,represents,significance
significance,is derived from,personal meaning
empowerment,influences,rituals
rituals,is expressed through,empowerment
empowerment,shapes,traditions
traditions,is rooted in,empowerment
