source,relation,target,speaker,role
art forgeries,is a form of,artistic deception,,none
War of the Worlds,exploits,manipulation,,none
mass hysteria,creates,transformative narratives,,none
hoaxes,challenges,truth,,none
experts,deceived by,Han van Meegeren,,none
Sokal Affair,is critiqued by,cultural critique,,none
War of the Worlds,inspired by,fiction,,none
Sokal Affair,exposed by,deception,,none
cultural critique,involves,forgery,,none
archaeology,associated with,Cardiff Giant,,none
manipulation,exploited by,truth,,none
history,shaped by,impact on society,,none
Sokal Affair,stimulates,public imagination,,none
transformative hermeneutics,influences,public perception,,none
sculpture,created by,Han van Meegeren,,none
panic,caused by,misleading,,none
vigilance,protects against,hoaxes,,none
critical analysis,drives,public fascination,,none
exposure,reveals,history,,none
Sokal Affair,influenced by,history,,none
intellectual discourse,influences,scientific community,,none
transformative narratives,generates,profit,,none
impact on society,challenges,authenticity,,none
mass media,analyzes,critical analysis,,none
evolutionary theory,questioned by,Sokal Affair,,none
exposure,exposed by,artistic deception,,none
artistic deception,analyzes,critical analysis,,none
transformative narratives,involves,deception,,none
skepticism,caused by,confusion,,none
skepticism,stimulated,debate,,none
forgery,affects,impact on society,,none
transformative narratives,induces,panic,,none
history,contextualizes,confusion,,none
manipulation,fuels,public fascination,,none
impact on society,contributes to,misinformation,,none
truth,engenders,public fascination,,none
scientific rigor,evaluated by,debate,,none
cultural critique,critiques,postmodernism,,none
mass media,shapes,historical narratives,,none
exposure,revealed by,authenticity,,none
evolutionary theory,complicates,confusion,,none
mythologies,captures,public fascination,,none
manipulation,involves,artistic deception,,none
fake news,analyzed by,experts,,none
critical thinking,requires,scientific community,,none
artistic deception,involves,truth,,none
misleading,results in,public perception,,none
public fascination,analyzes,hoax analysis,,none
cultural critique,examines,intellectual discourse,,none
archaeology,relates to,evolutionary theory,,none
mass media,examined through,transformative hermeneutics,,none
transformative hermeneutics,stimulates,public fascination,,none
cultural critique,influences,scientific community,,none
fake news,influences,mass media,,none
validity,questions,forgery,,none
fiction,affects,impact on society,,none
transformative narratives,utilizes,manipulation,,none
transformative hermeneutics,involves,artistic deception,,none
hoaxes,shapes,historical narratives,,none
transformative hermeneutics,analyzes,hoax analysis,,none
hoaxes,inspired by,War of the Worlds,,none
mass hysteria,results in,panic,,none
mythologies,influences,Piltdown Man,,none
misleading,results from,Social Text,,none
misleading,influenced by,impact on society,,none
deception,leads to,panic,,none
confusion,caused by,impact on society,,none
scientific rigor,compares to,academic rigor,,none
authenticity,examined by,intellectual discourse,,none
cultural critique,promotes,critical thinking,,none
evolutionary theory,challenges,hoax analysis,,none
postmodernism,influences,historical narratives,,none
panic,results in,experts,,none
hoaxes,examined through,transformative hermeneutics,,none
experts,influences,manipulation,,none
experts,evaluated by,truth,,none
profit,causes,panic,,none
impact on society,contributes to,mass hysteria,,none
validity,affects,critical thinking,,none
cultural critique,questions,truth,,none
mythologies,gives rise to,hoaxes,,none
experts,consults,mythologies,,none
mass media,shapes,public imagination,,none
Han van Meegeren,elicits,skepticism,,none
scientific rigor,requires,scientific community,,none
authenticity,questions,Han van Meegeren,,none
impact on society,shapes,public perception,,none
transformative hermeneutics,informs,postmodernism,,none
hoaxes,affects,impact on society,,none
mass media,influences,truth,,none
confusion,results from,misleading,,none
transformative narratives,exemplifies,artistic deception,,none
mass hysteria,results in,manipulation,,none
mass media,documents,history,,none
experts,analyzes,transformative hermeneutics,,none
exposure,reveals,fake news,,none
skepticism,questions,artistic deception,,none
deception,facilitates,manipulation,,none
transformative hermeneutics,enhances,critical analysis,,none
skepticism,informs,hoax analysis,,none
forgery,informs,transformative narratives,,none
academic rigor,tests,Piltdown Man,,none
vigilance,enhances,skepticism,,none
vigilance,questions,authenticity,,none
Sokal Affair,challenges,intellectual discourse,,none
art forgeries,exposes,authenticity,,none
public imagination,induces,panic,,none
debate,sparks,validity,,none
authenticity,drives,profit,,none
exposure,reveals,critical analysis,,none
public perception,informs,hoax analysis,,none
vigilance,combats,misinformation,,none
misleading,misleads,authenticity,,none
cultural critique,critiques,War of the Worlds,,none
cultural critique,questions,scientific rigor,,none
intellectual discourse,complicates,confusion,,none
intellectual discourse,misleads,misleading,,none
exposure,reveals,War of the Worlds,,none
scientific rigor,demands,evolutionary theory,,none
Sokal Affair,induces,panic,,none
postmodernism,shapes,public imagination,,none
fiction,informs,transformative narratives,,none
authenticity,questions,fake news,,none
experts,challenges,transformative narratives,,none
Sokal Affair,promotes,critical thinking,,none
Social Text,publishes,historical narratives,,none
truth,informs,impact on society,,none
scientific rigor,evaluates,Piltdown Man,,none
experts,consults,skepticism,,none
archaeology,informs,intellectual discourse,,none
manipulation,reveals,exposure,,none
exposure,reveals,truth,,none
skepticism,enhances,critical analysis,,none
history,analyzes,critical analysis,,none
scientific community,supports,archaeology,,none
Social Text,publishes,fake news,,none
Han van Meegeren,misled,misleading,,none
authenticity,validates,critical thinking,,none
Sokal Affair,examines,mass media,,none
profit,motivates,artistic deception,,none
impact on society,informs,hoax analysis,,none
fake news,spreads,misinformation,,none
confusion,challenges,critical thinking,,none
academic rigor,challenges,Sokal Affair,,none
Social Text,is critiqued by,fiction,,none
authenticity,evaluates,critical analysis,,none
validity,tests,academic rigor,,none
public perception,shapes,critical analysis,,none
history,documents,manipulation,,none
mythologies,informs,archaeology,,none
history,shapes,truth,,none
authenticity,is assessed by,War of the Worlds,,none
forgery,motivates,profit,,none
public fascination,fascinates,history,,none
hoaxes,creates,transformative narratives,,none
misinformation,exposes,critical analysis,,none
exposure,reveals,misleading,,none
transformative hermeneutics,stimulates,public imagination,,none
War of the Worlds,published in,Social Text,,none
Social Text,featured by,War of the Worlds,,none
forgery,sparked,debate,,none
forgery,involves,deception,,none
Han van Meegeren,questions,vigilance,,none
historical narratives,driven by,profit,,none
vigilance,induces,mass hysteria,,none
validity,validated by,scientific community,,none
public perception,shapes,historical narratives,,none
artistic deception,influences,history,,none
War of the Worlds,contributes to,misinformation,,none
forgery,causes,panic,,none
misleading,deceives,art forgeries,,none
vigilance,shapes,public perception,,none
cultural critique,affects,impact on society,,none
postmodernism,informs,transformative narratives,,none
Sokal Affair,exposed by,scientific rigor,,none
critical analysis,evaluates,impact on society,,none
hoax analysis,induces,panic,,none
misleading,misleads,fake news,,none
experts,evaluated by,profit,,none
fake news,creates,confusion,,none
exposure,reveals,transformative narratives,,none
sculpture,depicts,Cardiff Giant,,none
panic,motivates,artistic deception,,none
impact on society,influences,historical narratives,,none
academic rigor,challenges,forgery,,none
intellectual discourse,examines,hoax analysis,,none
experts,assessed by,scientific rigor,,none
misleading,questions,critical analysis,,none
fake news,shapes,public perception,,none
validity,assesses,cultural critique,,none
War of the Worlds,generates,profit,,none
academic rigor,examines,hoax analysis,,none
validity,validated by,evolutionary theory,,none
manipulation,influences,art forgeries,,none
authenticity,tests,academic rigor,,none
War of the Worlds,involves,deception,,none
validity,challenges,Piltdown Man,,none
skepticism,raises,evolutionary theory,,none
manipulation,deceives,misleading,,none
vigilance,drives,public fascination,,none
misleading,caused by,truth,,none
transformative narratives,challenges,authenticity,,none
War of the Worlds,incited,mass hysteria,,none
confusion,caused,truth,,none
public perception,influences,public imagination,,none
exposure,revealed by,mass hysteria,,none
transformative hermeneutics,related to,art forgeries,,none
misinformation,led to,panic,,none
confusion,confuses,mythologies,,none
fiction,exploits,manipulation,,none
War of the Worlds,shapes,public perception,,none
vigilance,promotes,cultural critique,,none
hoaxes,is a form of,deception,,none
Social Text,published in,transformative narratives,,none
critical analysis,enhances,intellectual discourse,,none
hoax analysis,examines,scientific rigor,,none
hoaxes,causes,panic,,none
misinformation,exacerbates,transformative narratives,,none
historical narratives,drives,public fascination,,none
forgery,is a form of,artistic deception,,none
misleading,is a result of,transformative hermeneutics,,none
mythologies,fuels,mass hysteria,,none
public perception,shapes,truth,,none
truth,contradicts,fake news,,none
historical narratives,illustrates,artistic deception,,none
Piltdown Man,questions,vigilance,,none
manipulation,affects,intellectual discourse,,none
mythologies,affects,public perception,,none
impact on society,shapes,public imagination,,none
cultural critique,informs,transformative narratives,,none
postmodernism,induces,panic,,none
academic rigor,is a measure of,debate,,none
fiction,captures,public fascination,,none
profit,is driven by,academic rigor,,none
mythologies,informs,intellectual discourse,,none
fake news,analyzes,hoax analysis,,none
mass hysteria,questions,authenticity,,none
validity,questions,Sokal Affair,,none
mythologies,influences,scientific community,,none
hoaxes,exploits,manipulation,,none
critical thinking,enhances,artistic deception,,none
fiction,demonstrates,artistic deception,,none
experts,is scrutinized by,vigilance,,none
Social Text,published in,mass hysteria,,none
transformative hermeneutics,contributes to,intellectual discourse,,none
critical thinking,supports,hoax analysis,,none
exposure,is revealed by,public imagination,,none
Social Text,published in,deception,,none
War of the Worlds,engenders,public fascination,,none
forgery,is a type of,hoaxes,,none
mass hysteria,results in,misinformation,,none
misleading,is a consequence of,transformative narratives,,none
public imagination,is influenced by,confusion,,none
profit,benefits from,scientific community,,none
forgery,deceives,experts,,none
confusion,is caused by,transformative narratives,,none
misleading,is a result of,skepticism,,none
validity,questions,confusion,,none
scientific community,sparks,debate,,none
historical narratives,informs,experts,,none
validity,questions,archaeology,,none
Han van Meegeren,is associated with,Cardiff Giant,,none
truth,questions,mythologies,,none
transformative hermeneutics,promotes,critical thinking,,none
fiction,is a type of,hoaxes,,none
impact on society,influenced,Sokal Affair,,none
mass hysteria,caused,confusion,,none
mass hysteria,resulted from,deception,,none
manipulation,exploited by,scientific community,,none
Piltdown Man,sparked,debate,,none
Sokal Affair,published by,Social Text,,none
public perception,shaped,mass hysteria,,none
mass media,utilized by,War of the Worlds,,none
transformative narratives,inspires,public fascination,,none
exposure,reveals,historical narratives,,none
misleading,results in,scientific rigor,,none
profit,benefits from,public imagination,,none
transformative narratives,informs,hoax analysis,,none
cultural critique,exploits,manipulation,,none
misleading,is caused by,history,,none
evolutionary theory,is challenged by,vigilance,,none
artistic deception,is deceived by,scientific community,,none
exposure,is revealed by,fiction,,none
fake news,shapes,public imagination,,none
Piltdown Man,examined by,scientific community,,none
experts,is evaluated by,academic rigor,,none
mass hysteria,is fueled by,public fascination,,none
Social Text,published by,forgery,,none
deception,captures,public fascination,,none
Han van Meegeren,created by,forgery,,none
scientific rigor,requires,skepticism,,none
War of the Worlds,exemplifies,fake news,,none
misinformation,contributes to,forgery,,none
public imagination,is inspired by,critical analysis,,none
mass hysteria,is linked to,artistic deception,,none
Social Text,is critiqued by,hoax analysis,,none
cultural critique,questions,artistic deception,,none
mass hysteria,is examined in,hoax analysis,,none
transformative narratives,is analyzed by,critical analysis,,none
deception,is exemplified by,artistic deception,,none
critical thinking,challenges,evolutionary theory,,none
exposure,is revealed by,misinformation,,none
artistic deception,is questioned by,evolutionary theory,,none
misinformation,spreads,historical narratives,,none
confusion,leads to,debate,,none
experts,evaluates,scientific community,,none
artistic deception,is challenged by,experts,,none
archaeology,motivates,profit,,none
exposure,is revealed by,hoaxes,,none
forgery,is associated with,vigilance,,none
panic,causes,confusion,,none
evolutionary theory,is informed by,critical analysis,,none
transformative narratives,is influenced by,mass media,,none
mythologies,influences,fake news,,none
history,is a part of,War of the Worlds,,none
manipulation,stimulates,public imagination,,none
impact on society,affects,manipulation,,none
transformative narratives,is shaped by,historical narratives,,none
public imagination,is inspired by,truth,,none
archaeology,sparks,debate,,none
misinformation,is a result of,fiction,,none
Sokal Affair,demonstrates,manipulation,,none
evolutionary theory,questions,manipulation,,none
Sokal Affair,is influenced by,fake news,,none
confusion,creates,forgery,,none
skepticism,questions,transformative hermeneutics,,none
authenticity,challenges,misinformation,,none
mythologies,relates to,evolutionary theory,,none
experts,is evaluated by,deception,,none
transformative hermeneutics,assesses,validity,,none
confusion,influences,manipulation,,none
authenticity,validates,debate,,none
experts,is analyzed by,evolutionary theory,,none
authenticity,questions,hoaxes,,none
Social Text,is critiqued by,misinformation,,none
forgery,exemplifies,mass hysteria,,none
transformative narratives,shapes,public imagination,,none
public imagination,inspired by,transformative narratives,,none
truth,exposed by,Sokal Affair,,none
postmodernism,challenges,misinformation,,none
academic rigor,undermines,evolutionary theory,,none
fiction,contrasts with,mass hysteria,,none
mass media,induces,panic,,none
skepticism,questions,validity,,none
War of the Worlds,is,misleading,,none
mythologies,exposed by,Sokal Affair,,none
vigilance,requires,critical thinking,,none
transformative narratives,shapes,history,,none
War of the Worlds,caused,confusion,,none
public imagination,challenges,experts,,none
misinformation,drives,profit,,none
fiction,influences,public perception,,none
debate,fuels,profit,,none
vigilance,questions,truth,,none
hoaxes,generates,profit,,none
debate,is,misleading,,none
profit,generated by,Cardiff Giant,,none
authenticity,requires,scientific rigor,,none
War of the Worlds,challenges,postmodernism,,none
history,shapes,historical narratives,,none
intellectual discourse,demands,scientific rigor,,none
cultural critique,leads to,exposure,,none
forgery,captures,public fascination,,none
mass hysteria,spreads,fake news,,none
deception,reveals,exposure,,none
scientific community,faces,skepticism,,none
scientific community,questions,authenticity,,none
hoaxes,creates,confusion,,none
fake news,induces,panic,,none
mass media,exploits,manipulation,,none
archaeology,influences,Piltdown Man,,none
forgery,analyzes,hoax analysis,,none
hoaxes,caused,mass hysteria,,none
scientific rigor,challenges,Han van Meegeren,,none
postmodernism,creates,confusion,,none
postmodernism,fuels,deception,,none
hoax analysis,examines,artistic deception,,none
mass hysteria,shapes,history,,none
hoaxes,influences,public perception,,none
historical narratives,informs,hoax analysis,,none
deception,impacts,history,,none
critical analysis,triggers,panic,,none
exposure,reveals,public perception,,none
transformative narratives,examines,Sokal Affair,,none
critical analysis,promotes,critical thinking,,none
experts,evaluates,archaeology,,none
truth,contradicts,fiction,,none
vigilance,highlights,War of the Worlds,,none
scientific rigor,demands,vigilance,,none
cultural critique,encourages,skepticism,,none
cultural critique,questions,authenticity,,none
postmodernism,shapes,public perception,,none
deception,undermines,authenticity,,none
academic rigor,undermines,misleading,,none
authenticity,questions,evolutionary theory,,none
Piltdown Man,challenges,evolutionary theory,,none
hoax analysis,analyzes,fiction,,none
manipulation,incites,panic,,none
cultural critique,examines,Social Text,,none
panic,causes,truth,,none
public fascination,induces,panic,,none
Piltdown Man,fuels,skepticism,,none
mass media,influences,artistic deception,,none
manipulation,promotes,critical thinking,,none
War of the Worlds,misrepresents,truth,,none
validity,assesses,scientific rigor,,none
cultural critique,exposes,misinformation,,none
critical analysis,requires,academic rigor,,none
deception,spreads,misinformation,,none
forgery,challenges,critical analysis,,none
exposure,reveals,Social Text,,none
mythologies,evokes,panic,,none
history,shapes,public imagination,,none
misleading,misleads,scientific community,,none
misinformation,drives,public fascination,,none
mythologies,encourages,critical thinking,,none
scientific community,creates,confusion,,none
transformative hermeneutics,sparks,debate,,none
vigilance,informs,historical narratives,,none
exposure,reveals,Sokal Affair,,none
authenticity,validates,public perception,,none
transformative hermeneutics,induces,panic,,none
forgery,influences,mass media,,none
hoaxes,captures,public fascination,,none
vigilance,challenges,mythologies,,none
forgery,shapes,historical narratives,,none
mass hysteria,results in,Sokal Affair,,none
Han van Meegeren,questions,scientific community,,none
Social Text,evaluates,public perception,,none
critical thinking,enhances,scientific rigor,,none
Han van Meegeren,affects,impact on society,,none
misinformation,compromises,public perception,,none
validity,supports,authenticity,,none
forgery,challenges,transformative hermeneutics,,none
authenticity,validates,Social Text,,none
profit,exploits,evolutionary theory,,none
deception,creates,confusion,,none
transformative hermeneutics,influences,manipulation,,none
Sokal Affair,promotes,skepticism,,none
authenticity,confirms,Sokal Affair,,none
fiction,shapes,historical narratives,,none
Social Text,is affected by,impact on society,,none
scientific rigor,undermines,manipulation,,none
misinformation,misleads,experts,,none
mythologies,inspired,War of the Worlds,,none
scientific rigor,challenges,mythologies,,none
profit,benefits from,public perception,,none
deception,affects,public perception,,none
Sokal Affair,exposes,misinformation,,none
fake news,contributes to,forgery,,none
authenticity,questions,confusion,,none
War of the Worlds,shapes,historical narratives,,none
experts,challenges,hoaxes,,none
archaeology,fuels,skepticism,,none
confusion,creates,misinformation,,none
hoaxes,influences,mass media,,none
history,shapes,forgery,,none
public imagination,influenced by,misleading,,none
manipulation,exploits,skepticism,,none
scientific community,analyzes,hoax analysis,,none
evolutionary theory,questions,forgery,,none
impact on society,influences,deception,,none
exposure,revealed by,mass media,,none
War of the Worlds,shapes,impact on society,,none
Sokal Affair,is a form of,misleading,,none
public imagination,inspired by,fiction,,none
Sokal Affair,creates,confusion,,none
public fascination,challenges,experts,,none
hoax analysis,questions,authenticity,,none
Cardiff Giant,compares to,Alan Sokal,,none
cultural critique,drives,public fascination,,none
Piltdown Man,promotes,critical thinking,,none
validity,assesses,critical analysis,,none
vigilance,shapes,transformative narratives,,none
cultural critique,examines,hoax analysis,,none
deception,involves,hoax analysis,,none
War of the Worlds,captures,public imagination,,none
Sokal Affair,affects,public perception,,none
critical analysis,evaluates,scientific community,,none
fake news,contributes to,hoaxes,,none
Sokal Affair,exposes,forgery,,none
public perception,shapes,public fascination,,none
Piltdown Man,is one of,hoaxes,,none
Piltdown Man,happened in,England,,none
Piltdown Man,happened in,1912,,none
Piltdown Man,was revealed in,1953,,none
Cardiff Giant,discovered in,"Cariff, New York",,none
Cardiff Giant,discovered in,1869,,none
Cardiff Giant,is one of,hoaxes,,none
Cardiff Giant,created by,George Hull,,none
War of the Worlds,created by,Orson Welles,,none
War of the Worlds,broadcast in,1938,,none
