source,relation,target
elaborate architecture,inspired by,apartment buildings
green building,enhances,functionality
cultural influences,contributes to,cultural values
building materials,catalyzed by,Industrial Revolution
cultural influences,shapes,societal norms
modern amenities,influenced by,societal norms
mass-produced housing,influenced by,religious life
evolution,drives,smart technology
elaborate architecture,enhanced by,energy-efficient
modern home,reflects,societal norms
evolution,influenced by,elaborate architecture
cultural values,incorporates,rainwater harvesting
natural light,enhances,green building
ancient times,inspired by,smart homes
social hierarchy,reflects,elaborate architecture
ancient times,inspired by,smart technology
modernist movement,shapes,social hierarchy
evolution,influences,societal norms
grand homes,incorporates,passive solar design
urbanization,influences,passive solar design
social hierarchy,shapes,societal norms
American Dream,represents,passive solar design
ancient times,preceded by,manor house
modern home,incorporates,green building
architecture,enhanced by,energy-efficient
architecture,influences,modernist movement
suburban community,produced by,mass-produced housing
wealth and status,symbolizes,grand homes
Industrial Revolution,influenced by,elaborate architecture
evolution,reflects,building materials
technological advancements,shapes,design elements
green building,influenced the development of,Industrial Revolution
technological advancements,shaped the design of,modern home
smart homes,is a component of,green building
renewable energy,inspired the principles of,modernist movement
modern home,is enhanced by,sustainable design
passive solar design,utilizes,apartment buildings
Middle Ages,existed during,modern amenities
modernist movement,influenced,home design
sustainable design,incorporates,rainwater harvesting
modern amenities,characterized the development of,suburban community
modernist movement,contrasted with,elaborate architecture
Industrial Revolution,accelerated,urbanization
early humans,provided for,natural light
energy-efficient,is a feature of,passive solar design
renewable energy,influenced by,elaborate architecture
building materials,is utilized in,rainwater harvesting
societal norms,shaped,religious life
wealth and status,reflects,modern home
social hierarchy,is influenced by,suburban community
societal norms,shaped,modernist movement
wealth and status,reflects,apartment buildings
cultural influences,influenced the design of,manor house
cultural influences,shaped the living conditions of,early humans
Middle Ages,influenced by,functions of home
manor house,is a predecessor to,modern home
energy-efficient,is a characteristic of,wealth and status
technological advancements,contributed to,urbanization
functions of home,characterized by,suburban community
home design changes,resulted in,functions of home
social hierarchy,dictated by,home layout
cultural influences,influenced,functionality
passive solar design,is a principle of,early humans
technological advancements,transformed by,domestic life
ancient civilizations,reflects,cultural values
religious life,influenced by,home layout
ancient civilizations,shaped,societal norms
modern home,is defined by,functionality
architecture,is characterized by,design elements
apartment buildings,enhances,functionality
suburban community,evolved from,design evolution
indoor outdoor integration,shaped by,evolution
social hierarchy,supported by,settled communities
open floor plans,influenced by,urbanization
home design,influenced by,architecture history
fortified homes,contrasts with,smart technology
traditional dwellings,defined by,functionality
Industrial Revolution,led to,sustainable design
mass-produced housing,enabled by,organized societies
smart homes,enhanced by,domestic life
ancient times,originated from,modern amenities
natural light,integrated into,home design
modernist movement,influenced by,architecture history
technological advancements,impacted by,functions of home
energy-efficient,improves,functionality
smart homes,incorporates,sustainable design
natural light,inspired,modernist movement
functions of home,enhanced by,natural light
settled communities,promoted by,sustainable design
natural light,facilitates,functional spaces
home as symbol,symbolizes,fortified homes
renewable energy,influenced by,architecture history
organized societies,organized by,traditional dwellings
modern amenities,utilizes,smart technology
ancient times,characterized by,domestic life
natural light,influences,renewable energy
organized societies,supported by,energy-efficient
energy-efficient,enhances,apartment buildings
smart homes,influenced by,design evolution
ancient times,evolved from,grand homes
ancient times,reflects,home as symbol
cultural values,influences,traditional dwellings
technological advancements,influences,passive solar design
home design changes,affects,home significance
home layout,shaped by,suburban community
ancient civilizations,defined by,domestic life
fortified homes,characterized by,design elements
domestic life,enhances,smart technology
smart technology,influenced by,domestic life
architecture history,influenced the development of,suburban community
passive solar design,informs,home design
traditional dwellings,influences,home design
functions of home,originated in,ancient times
smart homes,provides,refuge and rest
home as symbol,represents,smart technology
political life,shapes,social hierarchy
cultural values,influences,architecture history
manor house,led to,design evolution
indoor outdoor integration,incorporates,passive solar design
settled communities,provides,refuge and rest
manor house,influenced by,Industrial Revolution
open floor plans,incorporates,passive solar design
home significance,informs,design elements
functions of home,emerged from,ancient civilizations
architecture,influences,political life
functions of home,enhances,smart technology
modernist movement,inspired by,smart technology
cultural influences,shaped,Middle Ages
Industrial Revolution,transformed,functions of home
settled communities,includes,manor house
technological advancements,shaped,settled communities
settled communities,preceded,early humans
Industrial Revolution,enhanced by,functionality
suburban community,influenced,cultural influences
political life,influences,sustainable design
Middle Ages,contrasts with,modern home
Middle Ages,developed during,apartment buildings
modern amenities,includes,mass-produced housing
smart homes,enhances,functions of home
suburban community,reflects,modern home
modern home,reflects,home design changes
renewable energy,utilizes,design elements
apartment buildings,represents,home design changes
traditional dwellings,influenced,Middle Ages
refuge and rest,incorporates,passive solar design
indoor outdoor integration,enhances,settled communities
mass-produced housing,represents,design evolution
political life,shapes,design evolution
Industrial Revolution,transformed,organized societies
Industrial Revolution,emerged from,apartment buildings
fortified homes,influenced,modern home
early humans,precedes,manor house
traditional dwellings,influenced,home design changes
domestic life,influences,mass-produced housing
societal norms,reflects,home as symbol
indoor outdoor integration,incorporates,rainwater harvesting
energy-efficient,influences,home design changes
suburban community,influenced by,modernist movement
rainwater harvesting,related to,social hierarchy
ancient civilizations,influenced by,social hierarchy
cultural influences,enhanced by,natural light
urbanization,driven by,cultural values
suburban community,integrates,renewable energy
modern home,incorporates,natural light
Industrial Revolution,transformed by,home design
technological advancements,facilitated by,apartment buildings
open floor plans,redefined by,functionality
indoor outdoor integration,integrates with,architecture
open floor plans,influences,apartment buildings
ancient times,reflects,modern home
refuge and rest,provides,functionality
ancient times,precedes,apartment buildings
early humans,underwent,evolution
fortified homes,contributed to,evolution
ancient civilizations,evolved from,modern home
modern home,incorporates,smart technology
suburban community,influenced by,smart homes
home as symbol,represents,community structures
community structures,influenced by,home as symbol
settled communities,includes,suburban community
settled communities,drives,home design changes
natural light,enhances,design elements
early humans,utilized by,rainwater harvesting
ancient civilizations,constructed by,manor house
smart homes,utilizes,building materials
domestic life,enhanced by,modern amenities
mass-produced housing,influences,home design
Middle Ages,shaped,home design
technological advancements,impacted,Middle Ages
sustainable design,contrasts with,traditional dwellings
political life,influences,home design
cultural values,incorporates,passive solar design
modern amenities,reflects,evolution
religious life,symbolizes,home as symbol
building materials,influences,elaborate architecture
functions of home,supports,community structures
home as symbol,enhanced by,modern amenities
technological advancements,drives,home design changes
elaborate architecture,indicates,home significance
home design changes,enhances,functionality
modernist movement,influences,home significance
green building,constructed by,manor house
American Dream,driven by,urbanization
smart homes,enabled by,technological advancements
sustainable design,influences,architecture history
building materials,used in,traditional dwellings
social hierarchy,reflected in,design elements
functions of home,includes,modern amenities
religious life,influences,design elements
organized societies,determines,home layout
societal norms,affects,home significance
organized societies,shaped by,home design changes
home design changes,part of,open floor plans
home as symbol,represents,evolution
cultural values,reflects,wealth and status
early humans,drives,design evolution
passive solar design,incorporates,functionality
architecture,informs,rainwater harvesting
building materials,documents,architecture history
building materials,influences,modern home
mass-produced housing,derived from,modern home
domestic life,shapes,social hierarchy
mass-produced housing,result of,apartment buildings
fortified homes,utilizes,passive solar design
suburban community,integrates,smart technology
religious life,embodies,elaborate architecture
sustainable design,promotes,green building
mass-produced housing,influenced by,passive solar design
grand homes,reflects,social hierarchy
functions of home,evolves,evolution
modernist movement,shapes,evolution
societal norms,influenced by,apartment buildings
political life,affects,suburban community
mass-produced housing,transformed into,traditional dwellings
rainwater harvesting,incorporates,home design
modern amenities,drives,design evolution
grand homes,features,indoor outdoor integration
home design changes,influenced by,refuge and rest
renewable energy,utilizes,passive solar design
modernist movement,influenced by,green building
cultural values,influenced,organized societies
organized societies,reflects,cultural values
fortified homes,utilizes,rainwater harvesting
green building,enhances,functional spaces
sustainable design,driven by,urbanization
architecture history,influences,modern amenities
home significance,reflects,wealth and status
modern amenities,enhanced by,natural light
domestic life,provides,refuge and rest
functions of home,drives,design evolution
rainwater harvesting,influences,home design changes
modern amenities,shapes,home layout
cultural influences,affects,community structures
energy-efficient,contributes to,green building
grand homes,provides,refuge and rest
urbanization,offers,refuge and rest
building materials,influences,urbanization
modern home,shapes,community structures
functional spaces,indicates,wealth and status
domestic life,influences,early humans
functionality,reflects,organized societies
Industrial Revolution,led to,mass-produced housing
domestic life,shapes,home layout
ancient architecture,provides,refuge and rest
traditional dwellings,influences,community structures
community structures,indicates,wealth and status
passive solar design,enhances,home significance
refuge and rest,characterizes,ancient times
fortified homes,influences,architecture
home as symbol,symbolizes,home layout
grand homes,defines,functions of home
settled communities,facilitates,mass-produced housing
political life,shapes,ancient civilizations
political life,transforms,smart technology
ancient architecture,influences,manor house
Industrial Revolution,impacts,ancient architecture
traditional dwellings,transforms,modern amenities
ancient architecture,provides,early humans
community structures,serves,manor house
wealth and status,influences,home design
home design,reflects,wealth and status
home significance,influences,organized societies
American Dream,embodies,functionality
