source,relation,target
future generations,ensures,human well-being
pollution,impacts,global food security
threats,affects,water quality
coral bleaching,causes,rising sea temperatures
tourism,enhances,sustainable fishing
local economies,supports,coastal areas
marine protected areas,contributes to,food security
climate change,influences,sustainable fishing
ecosystem services,provides,human well-being
marine life,increases,greenhouse gas emissions
future generations,ensures,natural barriers
coastal communities,benefits from,tourism
future generations,creates,agricultural runoff
climate change,affects,local economies
natural barriers,act as,sustainable practices
sustainable practices,require,natural barriers
tourism,enhances,human well-being
marine resources,supports,marine life
environmental stressors,requires,marine protected areas
pollution,exacerbates,threats
human well-being,contributes to,livelihood support
storm mitigation,facilitates,greenhouse gas emissions
environmental stressors,provides,coastal protection
livelihood support,enhances,ecosystem management
ecosystem management,sustains,coral reefs
marine tourism,depends on,biodiversity
marine resources,enhances,coastal protection
marine resources,depends on,food security
food security,is supported by,conservation management
future generations,ensures,coastal protection
agricultural runoff,creates,urgent need
international cooperation,promotes,ecosystem protection
overfishing,threatens,conservation efforts
overfishing,affects,food security
storm mitigation,is improved by,conservation management
natural barriers,provides,ecosystem services
sustainable fishing,supports,local fisheries
erosion prevention,aids in,habitat preservation
pollution,requires,urgent action
natural barriers,involves,local efforts
environmental stressors,exacerbates,pollution
marine life,supports,coastal communities
plastic waste,results from,destructive practices
health of oceans,depends on,fragile habitats
coastal communities,is managed by,conservation management
livelihood support,highlights,urgent need
ecosystem protection,is essential for,ecosystem management
environmental impact,affects,water quality
human well-being,is enhanced by,marine resources
human well-being,is supported by,conservation management
awareness raising,promotes,sustainable practices
national policies,influences,local fisheries
marine protected areas,facilitates,habitat preservation
marine tourism,plays,integral role
destructive practices,threatens,habitat preservation
future generations,ensures,ecosystem resilience
tourism,supports,conservation efforts
future generations,is impacted by,pollution
storm mitigation,benefits from,local fisheries
urgent need,requires,local efforts
awareness raising,promotes,tourism
climate change,influences,environmental impact
erosion prevention,supports,tourism
conservation management,improves,water quality
ocean acidification,threatens,coral health
marine tourism,shapes,national policies
international cooperation,enhances,ecosystem resilience
destructive practices,threatened by,food security
international cooperation,addresses,pollution
coral reefs,provided by,ecosystem services
coastal areas,supports,local fisheries
sustainable practices,mitigated by,pollution
coastal protection,protected by,overfishing
local economies,depends on,local fisheries
coral health,affects,fragile habitats
awareness raising,combats,greenhouse gas emissions
conservation management,managed by,climate change
global food security,supports,ecosystem services
coral health,impacts,coral bleaching
urgent action,necessitates,conservation efforts
coastal communities,benefits from,natural barriers
environmental stressors,exacerbated by,natural barriers
marine tourism,drives,tourism
pollution,shapes,national policies
tourism,establishes,marine protected areas
erosion prevention,threatens,threats
ecosystem management,enhanced by,food security
tourism,provides,coastal protection
sustainable practices,improves,coastal areas
habitat for species,serves as,marine life
livelihood support,ensures,food security
pollution,requires,local efforts
biodiversity,supports,coral reefs
threats,impacted by,sustainable fishing
ocean acidification,contributes to,greenhouse gas emissions
commercially important fish,supports,food security
coastal communities,located in,coastal areas
urgent need,driven by,sustainable fishing
global food security,threatens,environmental stressors
ecosystem services,benefits from,coastal areas
tourism,impacts,pollution
marine ecosystems,necessitates,coastal communities
marine ecosystems,threatens,ecosystem services
coastal protection,enhances,threats
marine protected areas,improves,water quality
pollution,contributes to,greenhouse gas emissions
urgent need,requires,human well-being
overfishing,exacerbates,climate change
fragile habitats,threatens,coral bleaching
conservation efforts,influences,plastic waste
biodiversity,enhances,marine ecosystems
urgent action,demands,ecosystem services
marine resources,supports,marine ecosystems
environmental stressors,creates,threats
sustainable fishing,benefits,local economies
biodiversity,affects,coral bleaching
marine resources,enhances,marine biodiversity
local fisheries,threatens,pollution
coral reefs,constitutes,marine ecosystems
marine protected areas,protected by,commercially important fish
urgent need,requires,local economies
urgent action,demands,environmental stressors
coral reefs,supports,marine biodiversity
greenhouse gas emissions,mitigates,urgent action
local economies,benefits from,coastal communities
tourism,influences,environmental impact
awareness raising,necessitates,urgent need
marine tourism,attracts,coastal areas
coastal communities,supports,food security
local economies,impacts,environmental stressors
coastal protection,requires,local efforts
marine tourism,promotes,awareness raising
marine resources,plays,integral role
sustainable practices,guides,national policies
food security,enhances,human well-being
urgent action,supports,local fisheries
conservation management,informs,greenhouse gas emissions
local economies,contributes to,integral role
commercially important fish,provides,human well-being
rising sea temperatures,threatens,marine life
marine protected areas,enhances,biodiversity
marine ecosystems,depends on,marine tourism
national policies,influences,local efforts
storm mitigation,provides,ecosystem services
greenhouse gas emissions,contributes to,environmental impact
sustainable practices,requires,local efforts
marine protected areas,supports,conservation efforts
plastic waste,causes,pollution
ecosystem services,provides,coastal communities
conservation efforts,hinders,destructive practices
global food security,threatens,threats
pollution,affects,coastal areas
sustainable practices,influences,environmental stressors
destructive practices,supports,livelihood support
ecosystem services,provides,local efforts
marine life,requires,habitat preservation
future generations,ensures,erosion prevention
greenhouse gas emissions,is impacted by,coastal protection
livelihood support,supports,storm mitigation
conservation management,guides,environmental impact
coastal protection,supports,local fisheries
human well-being,enhances,marine protected areas
coastal communities,depends on,marine resources
ecosystem services,provides,marine resources
future generations,benefits from,tourism
rising sea temperatures,increases,ocean acidification
rising sea temperatures,mitigates,natural barriers
threats,requires,urgent action
plastic waste,affects,water quality
natural barriers,benefits from,marine life
biodiversity,supports,marine resources
coastal areas,includes,marine protected areas
overfishing,contributes to,sustainable fishing
coastal areas,provides,coastal protection
local economies,impacts,pollution
local economies,depends on,marine resources
marine resources,supports,local fisheries
future generations,relies on,local fisheries
climate change,provides,coastal protection
coral reefs,threatens,coral bleaching
environmental stressors,affects,future generations
climate change,contributes to,pollution
plastic waste,poses risk to,threats
local fisheries,supports,marine protected areas
health of oceans,supports,natural barriers
destructive practices,threatens,local fisheries
ecosystem protection,requires,urgent action
habitat for species,provides,coral reefs
coral health,depends on,health of oceans
marine tourism,promotes,habitat preservation
urgent action,benefits,local economies
coastal communities,involves,ecosystem management
ecosystem management,benefits from,ecosystem services
future generations,raises,awareness raising
urgent need,necessitates,coastal protection
human well-being,supports,ecosystem management
threats,influences,national policies
international cooperation,benefits,local fisheries
habitat preservation,enhances,water quality
future generations,depends on,global food security
marine ecosystems,comprises,fragile habitats
coastal areas,exacerbates,destructive practices
marine tourism,depends on,marine resources
threats,addresses,local efforts
sustainable practices,necessitates,urgent need
overfishing,requires,conservation management
destructive practices,impacts,local economies
marine ecosystems,affects,coral bleaching
international cooperation,mitigates,environmental stressors
ecosystem services,supports,habitat for species
destructive practices,contributes to,natural barriers
commercially important fish,is crucial for,ecosystem protection
habitat preservation,threatens,pollution
environmental stressors,impacts,coastal areas
environmental impact,informs,sustainable fishing
urgent need,requires,ecosystem services
livelihood support,facilitates,erosion prevention
future generations,is influenced by,climate change
marine tourism,enhances,ecosystem resilience
marine biodiversity,affects,coral bleaching
ecosystem protection,plays,integral role
livelihood support,promotes,sustainable practices
overfishing,threatens,local fisheries
tourism,is essential for,conservation management
coastal areas,influences,water quality
global food security,is supported by,ecosystem protection
coastal areas,requires,ecosystem management
local economies,is influenced by,ecosystem management
pollution,threatens,marine resources
local economies,is impacted by,environmental impact
fragile habitats,comprises,marine life
natural barriers,is managed by,ecosystem management
threats,exacerbates,greenhouse gas emissions
environmental stressors,demands,urgent need
local fisheries,supports,tourism
threats,threatens,future generations
fragile habitats,is affected by,ocean acidification
future generations,is essential for,urgent need
threats,affects,marine resources
coral bleaching,is caused by,ocean acidification
coastal protection,benefits from,global food security
future generations,requires,urgent action
marine protected areas,protects,marine ecosystems
sustainable fishing,supports,food security
marine ecosystems,affects,ocean acidification
threats,threatens,local fisheries
greenhouse gas emissions,increases,rising sea temperatures
conservation efforts,requires,food security
marine protected areas,supports,marine biodiversity
marine biodiversity,benefits from,marine protected areas
pollution,contributes to,overfishing
overfishing,impacted by,pollution
future generations,supports,sustainable fishing
sustainable fishing,ensures for,future generations
coastal communities,benefits from,conservation efforts
conservation efforts,supports,coastal communities
ecosystem services,provides,food security
food security,depends on,ecosystem services
human well-being,enhanced by,conservation efforts
conservation efforts,supports,human well-being
