source,relation,target,speaker,role
individual experiences,influences,appetite,,none
urgency,stimulates,positivity,,none
psychological effects,promotes,tranquility,,none
sadness,evokes,relaxation,,none
joy,enhances,productivity,,none
perception,influences,excitement,,none
power,contrasts with,innocence,,none
joy,associated with,warm colors,,none
positivity,enhances,warm colors,,none
creativity,influences,color psychology,,none
colors,characteristic of,versatility,,none
white,symbolizes,innocence,,none
purity,enhances,focus,,none
cool colors,evokes,mystery,,none
optimism,increases,blood pressure,,none
sophistication,enhances,focus,,none
individual experiences,influenced by,versatility,,none
colors,stimulates,excitement,,none
purity,symbolizes,warmth,,none
optimism,enhances,well-being,,none
power,evokes,mystery,,none
innocence,influences,heart rate,,none
universal associations,shapes,cultural backgrounds,,none
energy,evokes,happiness,,none
versatility,characteristic of,tranquility,,none
power,increases,blood pressure,,none
tranquility,promotes,peace,,none
individual experiences,influenced by,Eastern cultures,,none
versatility,associated with,passion,,none
psychological effects,affects,heart rate,,none
white,associated with,mystery,,none
happiness,associated with,universal associations,,none
serenity,contrasts with,danger,,none
psychological effects,influences,energy,,none
versatility,associated with,positivity,,none
serotonin,increases,peace,,none
black,influences,behavior,,none
cool colors,associated with,mourning,,none
innocence,evokes,joy,,none
productivity,impacts,sadness,,none
peace,contrasts with,urgency,,none
colors,includes,warm colors,,none
colors,influences,nature,,none
red,increases,heart rate,,none
nature,associated with,mystery,,none
danger,represents,universal associations,,none
power,associated with,mourning,,none
urgency,contrasts with,relaxation,,none
psychological effects,affects,behavior,,none
Eastern cultures,influences,well-being,,none
behavior,influences,influence,,none
serotonin,affects,blood pressure,,none
sadness,contrasts with,warmth,,none
red,contrasts with,white,,none
warm colors,associated with,relaxation,,none
influence,affects,heart rate,,none
white,associated with,mourning,,none
nature,influences,well-being,,none
sadness,contrasts with,appetite,,none
well-being,increases,serotonin,,none
versatility,influenced by,perception,,none
appetite,influences,authority,,none
peace,contrasts with,perception,,none
behavior,evokes,positivity,,none
urgency,influences,individual experiences,,none
emotions,affects,blood pressure,,none
psychological effects,affects,well-being,,none
blood pressure,influences,tranquility,,none
calming,contrasts with,mystery,,none
serotonin,influences,emotions,,none
well-being,enhances,joy,,none
blood pressure,increases,passion,,none
color psychology,studies,behavior,,none
sophistication,associated with,warmth,,none
duality,characteristic of,universal associations,,none
nature,associated with,meanings,,none
emotions,influences,well-being,,none
happiness,associated with,calming,,none
color psychology,studies,heart rate,,none
purity,associated with,black,,none
sadness,associated with,versatility,,none
excitement,associated with,warmth,,none
focus,influences,sadness,,none
death,associated with,mystery,,none
calming,influences,well-being,,none
authority,exerts,influence,,none
meanings,informs,universal associations,,none
calming,enhances,productivity,,none
positivity,improves,focus,,none
joy,supports,focus,,none
serotonin,enhances,focus,,none
excitement,evokes,color psychology,,none
passion,contrasts with,relaxation,,none
mystery,is associated with,danger,,none
serenity,is synonymous with,peace,,none
behavior,influences,serenity,,none
positivity,contrasts with,duality,,none
happiness,shapes,cultural backgrounds,,none
emotions,is linked to,purity,,none
universal associations,includes,colors,,none
sadness,is a type of,meanings,,none
red,is influenced by,productivity,,none
color psychology,is studied in,authority,,none
positivity,is related to,universal associations,,none
cool colors,is influenced by,universal associations,,none
positivity,is a type of,meanings,,none
positivity,is influenced by,relaxation,,none
influence,shapes,cultural backgrounds,,none
meanings,is associated with,death,,none
urgency,is influenced by,focus,,none
universal associations,is shaped by,individual experiences,,none
individual experiences,is influenced by,peace,,none
color psychology,is studied in,red,,none
red,contrasts with,cool colors,,none
tranquility,is associated with,cool colors,,none
influence,influences,happiness,,none
passion,is associated with,cool colors,,none
sadness,is a type of,colors,,none
happiness,influences,productivity,,none
heart rate,is influenced by,happiness,,none
serenity,promotes,productivity,,none
calming,enhances,focus,,none
perception,enhances,focus,,none
mourning,associated with,death,,none
appetite,stimulates,urgency,,none
mystery,influences,perception,,none
cool colors,evokes,positivity,,none
individual experiences,shaped by,sadness,,none
cultural backgrounds,influences,power,,none
colors,promotes,peace,,none
serotonin,increases,cool colors,,none
white,associated with,tranquility,,none
appetite,stimulated by,warm colors,,none
individual experiences,shaped by,positivity,,none
optimism,associated with,happiness,,none
productivity,influences,color psychology,,none
joy,evokes,danger,,none
serotonin,increases,red,,none
well-being,affects,perception,,none
relaxation,promotes,serenity,,none
danger,associated with,mourning,,none
optimism,associated with,warmth,,none
optimism,promotes,productivity,,none
productivity,is influenced by,optimism,,none
green,is associated with,nature,,none
green,increases,serotonin,,none
colors,enhances,focus,,none
perception,influences,universal associations,,none
joy,is associated with,white,,none
cool colors,is studied in,color psychology,,none
perception,shapes,meanings,,none
positivity,is associated with,white,,none
versatility,creates,urgency,,none
perception,induces,relaxation,,none
power,enhances,productivity,,none
cultural backgrounds,evokes,excitement,,none
well-being,promotes,innocence,,none
behavior,enhances,optimism,,none
sophistication,evokes,excitement,,none
versatility,associated with,warm colors,,none
psychological effects,influences,green,,none
purity,is associated with,warm colors,,none
green,induces,joy,,none
heart rate,is influenced by,black,,none
colors,has,duality,,none
heart rate,is influenced by,optimism,,none
creativity,is associated with,purity,,none
happiness,enhances,focus,,none
danger,is associated with,death,,none
innocence,is associated with,red,,none
serenity,enhances,focus,,none
warmth,is associated with,peace,,none
emotions,is influenced by,green,,none
calming,affects,colors,,none
nature,evokes,excitement,,none
behavior,enhances,power,,none
influence,affects,focus,,none
tranquility,is associated with,nature,,none
appetite,stimulated by,versatility,,none
psychological effects,induces,excitement,,none
passion,is associated with,nature,,none
perception,affects,cool colors,,none
innocence,shapes,influence,,none
heart rate,increases,energy,,none
mourning,influences,perception,,none
death,associated with,green,,none
tranquility,evokes,joy,,none
colors,influences,cool colors,,none
calming,promotes,tranquility,,none
versatility,promotes,peace,,none
individual experiences,shapes,meanings,,none
meanings,influenced by,individual experiences,,none
blood pressure,affected by,influence,,none
influence,influences,blood pressure,,none
happiness,evokes,colors,,none
colors,associated with,happiness,,none
Eastern cultures,influences,versatility,,none
death,associated with,positivity,,none
innocence,contrasts with,danger,,none
optimism,evokes,colors,,none
appetite,contrasts with,serenity,,none
danger,contradicts,passion,,none
creativity,influences,green,,none
universal associations,triggers,excitement,,none
authority,contrasts with,mystery,,none
perception,influences,nature,,none
white,increases,serotonin,,none
well-being,promotes,color psychology,,none
authority,associated with,blood pressure,,none
individual experiences,influences,optimism,,none
power,affects,colors,,none
behavior,influences,authority,,none
sophistication,contrasts with,sadness,,none
danger,contradicts,positivity,,none
cultural backgrounds,shapes,peace,,none
joy,enhances,sophistication,,none
authority,influences,well-being,,none
innocence,evokes,happiness,,none
sophistication,associated with,serotonin,,none
positivity,enhances,sophistication,,none
creativity,triggers,excitement,,none
serenity,contrasts with,mystery,,none
mourning,influences,influence,,none
perception,affects,emotions,,none
serotonin,influences,authority,,none
black,contrasts with,peace,,none
excitement,contradicts,sadness,,none
warmth,evokes,universal associations,,none
nature,promotes,peace,,none
purity,associated with,heart rate,,none
perception,influences,calming,,none
perception,affects,tranquility,,none
positivity,evokes,mourning,,none
nature,shapes,cultural backgrounds,,none
psychological effects,promotes,peace,,none
nature,associated with,relaxation,,none
appetite,linked to,universal associations,,none
relaxation,increases,serotonin,,none
sadness,contrasts with,calming,,none
colors,elicits,joy,,none
white,symbolizes,purity,,none
sophistication,conveys,urgency,,none
color psychology,influences,purity,,none
optimism,promotes,purity,,none
death,associated with,perception,,none
danger,symbolizes,red,,none
happiness,enhances,blood pressure,,none
urgency,drives,universal associations,,none
innocence,evokes,passion,,none
urgency,stimulates,excitement,,none
joy,elicits,relaxation,,none
emotions,shapes,cultural backgrounds,,none
well-being,enhances,happiness,,none
productivity,influences,blood pressure,,none
relaxation,affects,emotions,,none
warmth,associated with,blood pressure,,none
individual experiences,influences,nature,,none
danger,affects,influence,,none
color psychology,informs,peace,,none
danger,influences,perception,,none
versatility,associated with,universal associations,,none
sophistication,contrasts with,calming,,none
calming,enhances,relaxation,,none
death,associates with,colors,,none
psychological effects,influences,productivity,,none
Eastern cultures,enhances,creativity,,none
psychological effects,evokes,warmth,,none
perception,conveys,sophistication,,none
psychological effects,evokes,passion,,none
authority,associates with,mourning,,none
cool colors,stimulates,appetite,,none
emotions,promotes,happiness,,none
power,embodies,warmth,,none
urgency,creates,sadness,,none
meanings,is associated with,happiness,,none
warm colors,influences,sadness,,none
excitement,contrasts with,calming,,none
individual experiences,induces,joy,,none
serotonin,creates,urgency,,none
Eastern cultures,affects,universal associations,,none
serenity,promotes,mourning,,none
emotions,enhances,productivity,,none
serotonin,influences,warm colors,,none
power,embodies,appetite,,none
emotions,evokes,warmth,,none
white,is associated with,warmth,,none
death,contrasts with,serenity,,none
danger,studies,color psychology,,none
peace,contrasts with,energy,,none
influence,affects,sadness,,none
appetite,stimulates,tranquility,,none
blood pressure,affects,black,,none
colors,conveys,sophistication,,none
versatility,associated with,cool colors,,none
appetite,stimulates,passion,,none
energy,influences,cultural backgrounds,,none
red,contrasts with,tranquility,,none
purity,is associated with,productivity,,none
death,is associated with,individual experiences,,none
passion,evokes,red,,none
urgency,evokes,warm colors,,none
power,associated with,versatility,,none
green,increases,heart rate,,none
color psychology,studies,green,,none
blood pressure,increases,energy,,none
heart rate,affects,well-being,,none
joy,evokes,red,,none
white,associated with,versatility,,none
creativity,enhances,versatility,,none
psychological effects,enhances,creativity,,none
serenity,associated with,universal associations,,none
nature,associated with,versatility,,none
nature,characteristic of,cool colors,,none
calming,contrasts with,appetite,,none
well-being,promotes,behavior,,none
psychological effects,affects,colors,,none
energy,evokes,mourning,,none
happiness,creates,urgency,,none
urgency,stimulates,serenity,,none
death,contrasts with,warmth,,none
energy,enhances,focus,,none
cool colors,associated with,psychological effects,,none
tranquility,is a state of,serenity,,none
happiness,is a characteristic of,warm colors,,none
innocence,is associated with,purity,,none
urgency,creates,influence,,none
Eastern cultures,is related to,nature,,none
psychological effects,shapes,individual experiences,,none
serenity,is associated with,passion,,none
peace,is a state of,calming,,none
joy,associated with,versatility,,none
emotions,influences,colors,,none
warm colors,is a characteristic of,serenity,,none
influence,is influenced by,warm colors,,none
emotions,influences,versatility,,none
energy,enhances,creativity,,none
serenity,is a state of,sadness,,none
purity,is associated with,death,,none
perception,is influenced by,influence,,none
danger,is a state of,warmth,,none
emotions,is shaped by,individual experiences,,none
individual experiences,is influenced by,warm colors,,none
calming,associated with,versatility,,none
positivity,is associated with,serenity,,none
Eastern cultures,is related to,joy,,none
colors,is a characteristic of,red,,none
urgency,creates,optimism,,none
death,associated with,versatility,,none
versatility,influences,heart rate,,none
joy,evokes,black,,none
optimism,evokes,passion,,none
happiness,influences,behavior,,none
joy,evokes,nature,,none
relaxation,influences,color psychology,,none
peace,promotes,optimism,,none
creativity,influences,colors,,none
black,evokes,calming,,none
joy,evokes,psychological effects,,none
productivity,influences,behavior,,none
creativity,influences,cool colors,,none
warmth,evokes,behavior,,none
optimism,promotes,positivity,,none
creativity,influences,individual experiences,,none
energy,evokes,passion,,none
productivity,influences,heart rate,,none
warmth,evokes,heart rate,,none
death,evokes,black,,none
sadness,evokes,blood pressure,,none
individual experiences,influences,color psychology,,none
purity,associated with,peace,,none
tranquility,influences,heart rate,,none
Eastern cultures,shapes,perception,,none
white,associated with,sadness,,none
warmth,evokes,red,,none
appetite,stimulates,red,,none
danger,associated with,emotions,,none
tranquility,increases,serotonin,,none
universal associations,leads to,joy,,none
serotonin,stimulated by,passion,,none
sophistication,associated with,emotions,,none
green,symbolizes,purity,,none
appetite,affects,influence,,none
power,embodies,calming,,none
nature,contrasts with,sadness,,none
white,associated with,focus,,none
serotonin,influences,sadness,,none
heart rate,enhances,creativity,,none
power,linked to,perception,,none
excitement,evokes,emotions,,none
joy,increases,serotonin,,none
excitement,enhances,focus,,none
universal associations,influences,influence,,none
positivity,increases,serotonin,,none
innocence,contrasts with,mourning,,none
appetite,stimulates,positivity,,none
warmth,is studied in,color psychology,,none
universal associations,influences,heart rate,,none
white,associated with,calming,,none
creativity,evokes,joy,,none
heart rate,affects,relaxation,,none
joy,contrasts with,sadness,,none
cultural backgrounds,shapes,urgency,,none
Eastern cultures,is associated with,red,,none
focus,enhances,authority,,none
death,associated with,universal associations,,none
versatility,affects,influence,,none
relaxation,promotes,optimism,,none
appetite,is studied in,color psychology,,none
optimism,has universal associations with,universal associations,,none
urgency,increases,blood pressure,,none
cool colors,is influenced by,happiness,,none
Eastern cultures,influences,influence,,none
colors,is influenced by,heart rate,,none
versatility,is a component of,color psychology,,none
power,influences,individual experiences,,none
productivity,enhances,focus,,none
influence,is influenced by,white,,none
colors,is associated with,authority,,none
white,is influenced by,individual experiences,,none
Eastern cultures,holds authority over,authority,,none
cool colors,enhances,focus,,none
individual experiences,is influenced by,authority,,none
serenity,associated with,versatility,,none
colors,increases,serotonin,,none
versatility,influences,blood pressure,,none
versatility,enhances,well-being,,none
influence,influences,nature,,none
nature,affected by,influence,,none
green,evokes,tranquility,,none
green,associated with,tranquility,,none
productivity,enhanced by,colors,,none
colors,benefits from,productivity,,none
cool colors,are,calming,,none
cool colors,are,calming,,none
blue,is a,cool colors,,none
blue,is,calming,,none
yellow,is associated with,happiness,,none
yellow,is associated with,positivity,,none
yellow,increases,serotonin,,none
