source,relation,target,speaker,role
sleep regulation,involves,physiological mechanisms,,none
rest prioritization,affects,noise impact,,none
noise impact,impacts,sleep regulation,,none
lifestyle changes,influences,serotonin role,,none
adequate rest,requires,sleep disorders,,none
sleep importance,affects,neurotransmitter systems,,none
light exposure,is affected by,light sleep,,none
health factors,influences,dopamine role,,none
sleep stages,is influenced by,metabolism,,none
diabetes risk,is linked to,sleep cycle,,none
dopamine role,is influenced by,heart rate,,none
light exposure,is affected by,adequate rest,,none
melatonin release,affects,health,,none
rest prioritization,enhances,memory consolidation,,none
melatonin release,is influenced by,muscle paralysis,,none
adequate rest,is necessary for,biological process,,none
immune function,is enhanced by,rest prioritization,,none
circadian rhythm,is influenced by,diabetes risk,,none
external influences,leads to,sleep deprivation,,none
rest prioritization,is affected by,sleep deprivation,,none
memory consolidation,influences,neurotransmitter systems,,none
brain activity,is influenced by,health factors,,none
temperature effects,is influenced by,dopamine role,,none
sleep stages,is part of,biological process,,none
mood regulation,is influenced by,sleep importance,,none
obesity risk,is linked to,sleep science,,none
metabolism,regulates,circadian rhythm,,none
well-being,affects,mental health,,none
sleep cycle,is prioritized by,rest prioritization,,none
sleep habits,enhances,emotional processing,,none
non-REM sleep,is influenced by,physiological mechanisms,,none
noise impact,affects,body temperature,,none
melatonin release,affects,mental health,,none
sleep deprivation,causes,well-being,,none
well-being,is influenced by,physiological mechanisms,,none
internal clock,is influenced by,adequate rest,,none
sleep quality,is influenced by,serotonin role,,none
emotional processing,is influenced by,dopamine role,,none
well-being,is affected by,noise impact,,none
metabolism,affects,sleep quality,,none
rest prioritization,is prioritized by,light sleep,,none
melatonin release,is affected by,sleep deprivation,,none
obesity risk,is linked to,brain activity,,none
sleep disorders,influences,lifestyle changes,,none
non-REM sleep,follows,REM sleep,,none
sleep deprivation,impacts,cognitive function,,none
brain activity,facilitates,memory consolidation,,none
sleep quality,influences,sleep patterns,,none
metabolism,supports,health,,none
health,influenced by,metabolism,,none
well-being,enhanced by,brain activity,,none
well-being,affects,mood regulation,,none
sleep disorders,increases,obesity risk,,none
sleep quality,informs,sleep science,,none
lifestyle changes,affects,sleep stages,,none
neurological mechanisms,associated with,cardiovascular disease,,none
well-being,improves,sleep habits,,none
sleep deprivation,impacted by,brain activity,,none
noise impact,influences,serotonin role,,none
serotonin role,affects,mental health,,none
sleep quality,affects,cognitive function,,none
quality of life,increases,diabetes risk,,none
neurological mechanisms,regulates,body temperature,,none
deep sleep,exacerbates,sleep deprivation,,none
non-REM sleep,affects,heart rate,,none
neurological mechanisms,influenced by,sleep quality,,none
biological process,increases,obesity risk,,none
sleep importance,informs,sleep patterns,,none
melatonin release,promotes,sleep habits,,none
internal clock,influences,REM sleep,,none
physiological mechanisms,affects,mental health,,none
sleep importance,informs,sleep science,,none
internal clock,affects,neurotransmitter systems,,none
serotonin role,exacerbates,sleep deprivation,,none
heart rate,impacted by,well-being,,none
health factors,influences,sleep cycle,,none
biological process,contributes to,health,,none
heart rate,determines,sleep cycle,,none
noise impact,affects,internal clock,,none
light exposure,impacts,brain activity,,none
muscle paralysis,influences,lifestyle changes,,none
REM sleep,is a stage of,sleep stages,,none
immune function,influences,serotonin role,,none
diabetes risk,increases,mental health,,none
sleep disorders,associated with,body temperature,,none
immune function,influences,external influences,,none
physiological mechanisms,exacerbates,sleep deprivation,,none
memory consolidation,influences,sleep patterns,,none
biological process,affects,cardiovascular disease,,none
adequate rest,is a stage of,sleep stages,,none
brain activity,is a characteristic of,light sleep,,none
sleep deprivation,affects,dopamine role,,none
metabolism,linked to,mental health,,none
noise impact,inhibits,melatonin release,,none
diabetes risk,increases,physiological mechanisms,,none
diabetes risk,increases,sleep deprivation,,none
health factors,increases,diabetes risk,,none
sleep importance,enhances,quality of life,,none
heart rate,affects,diabetes risk,,none
non-REM sleep,influences,dopamine role,,none
dopamine role,promotes,immune function,,none
melatonin release,affected by,external influences,,none
serotonin role,influences,sleep cycle,,none
dopamine role,influences,well-being,,none
external influences,impacts,sleep cycle,,none
mood regulation,affects,sleep cycle,,none
cognitive function,influences,sleep habits,,none
physiological mechanisms,regulated by,metabolism,,none
sleep stages,influences,sleep quality,,none
immune function,supports,health factors,,none
sleep deprivation,impacted by,metabolism,,none
heart rate,affects,immune function,,none
noise impact,affects,metabolism,,none
biological process,supports,memory consolidation,,none
neurological mechanisms,influences,light exposure,,none
melatonin release,influences,dopamine role,,none
non-REM sleep,promotes,melatonin release,,none
diabetes risk,increases,temperature effects,,none
melatonin release,influences,immune function,,none
physiological mechanisms,affected by,quality of life,,none
adequate rest,regulated by,circadian rhythm,,none
sleep science,influences,emotional processing,,none
light sleep,influences,physiological mechanisms,,none
sleep importance,highlights,sleep stages,,none
sleep regulation,controls,circadian rhythm,,none
mood regulation,affects,brain activity,,none
rest prioritization,influences,heart rate,,none
biological process,linked to,sleep deprivation,,none
immune function,impacts,temperature effects,,none
diabetes risk,influences,mood regulation,,none
light sleep,influenced by,diabetes risk,,none
body temperature,affected by,cardiovascular disease,,none
noise impact,impacts,biological process,,none
external influences,affected by,internal clock,,none
brain activity,influences,deep sleep,,none
sleep disorders,influenced by,light exposure,,none
melatonin release,influences,sleep cycle,,none
sleep habits,affected by,deep sleep,,none
sleep patterns,regulates,body temperature,,none
light sleep,influences,metabolism,,none
immune function,affects,mood regulation,,none
sleep disorders,influences,health factors,,none
memory consolidation,facilitates,sleep stages,,none
sleep disorders,impacted by,heart rate,,none
neurological mechanisms,affects,metabolism,,none
neurotransmitter systems,influences,dopamine role,,none
brain activity,influences,emotional processing,,none
cardiovascular disease,impacts,neurotransmitter systems,,none
biological process,influences,light exposure,,none
circadian rhythm,regulates,neurotransmitter systems,,none
cognitive function,enhances,dopamine role,,none
physiological mechanisms,affects,sleep habits,,none
lifestyle changes,increases,obesity risk,,none
neurological mechanisms,regulates,internal clock,,none
quality of life,enhances,REM sleep,,none
temperature effects,contributes to,sleep disorders,,none
lifestyle changes,improves,health,,none
diabetes risk,influences,sleep habits,,none
brain activity,highlights,sleep importance,,none
sleep quality,affects,health factors,,none
mood regulation,impacts,sleep disorders,,none
metabolism,influences,sleep habits,,none
internal clock,regulated by,sleep disorders,,none
noise impact,affects,sleep stages,,none
dreaming,occurs during,non-REM sleep,,none
sleep regulation,determines,sleep cycle,,none
muscle paralysis,supports,memory consolidation,,none
immune function,enhances,dreaming,,none
body temperature,influences,health,,none
deep sleep,affects,dopamine role,,none
immune function,promotes,adequate rest,,none
quality of life,enhances,sleep habits,,none
health factors,influences,neurotransmitter systems,,none
heart rate,affects,neurotransmitter systems,,none
REM sleep,occurs during,heart rate,,none
melatonin release,facilitates,dreaming,,none
adequate rest,supports,health,,none
noise impact,impacts,muscle paralysis,,none
sleep habits,affects,mental health,,none
dreaming,involves,sleep cycle,,none
physiological mechanisms,influences,dopamine role,,none
sleep regulation,increases,diabetes risk,,none
neurological mechanisms,influences,sleep patterns,,none
temperature effects,affects,neurotransmitter systems,,none
neurological mechanisms,enhances,cognitive function,,none
sleep regulation,supports,immune function,,none
lifestyle changes,contributes to,sleep deprivation,,none
lifestyle changes,influences,sleep cycle,,none
light exposure,affects,body temperature,,none
well-being,supports,immune function,,none
sleep deprivation,impacts,sleep quality,,none
light exposure,disrupts,neurotransmitter systems,,none
sleep cycle,influences,cognitive function,,none
muscle paralysis,facilitates,emotional processing,,none
light exposure,impacts,sleep quality,,none
sleep disorders,exacerbates,well-being,,none
sleep deprivation,hinders,memory consolidation,,none
lifestyle changes,affects,emotional processing,,none
sleep cycle,influences,brain activity,,none
sleep disorders,affects,circadian rhythm,,none
sleep deprivation,impacts,mental health,,none
immune function,supports,cognitive function,,none
quality of life,enhances,dreaming,,none
circadian rhythm,regulates,biological process,,none
sleep deprivation,affects,body temperature,,none
memory consolidation,facilitates,light exposure,,none
body temperature,affects,non-REM sleep,,none
body temperature,influences,immune function,,none
sleep regulation,influences,sleep habits,,none
sleep habits,affected by,sleep regulation,,none
REM sleep,supports,emotional processing,,none
sleep habits,modulates,dopamine role,,none
dopamine role,influenced by,sleep habits,,none
cognitive function,enhances,rest prioritization,,none
rest prioritization,prioritized by,cognitive function,,none
sleep patterns,comprises,sleep stages,,none
sleep stages,constituted by,sleep patterns,,none
brain activity,influences,sleep quality,,none
sleep quality,affects,mood regulation,,none
mood regulation,regulated by,sleep quality,,none
immune function,supports,brain activity,,none
sleep science,impacts,mental health,,none
mental health,informed by,sleep science,,none
sleep regulation,regulates,heart rate,,none
heart rate,affected by,sleep regulation,,none
non-REM sleep,includes,N1 Stage,,none
non-REM sleep,includes,N2 Stage,,none
non-REM sleep,includes,N2 Stage,,none
non-REM sleep,includes,N3 Stage,,none
N1 Stage,is characterized by,light sleep,,none
N2 Stage,includes decrease in,body temperature,,none
N2 Stage,includes decrease in,heart rate,,none
N3 Stage,is characterized by,deep sleep,,none
suprachiasmatic nucleus,regulates,melatonin release,,none
