source,relation,target
moon landing,includes,cosmic journey
space tourism,drives,discovery drive
exploration milestones,enables,manned missions
ambitious plans,envisions,interplanetary exploration
space shuttle program,influenced by,moon landing
cosmic journey,advances,technological evolution
technological advancements,supports,ambitious plans
technological advancements,drives,exploration evolution
lunar bases,supports,interplanetary exploration
NASA,achieves,achievements
advanced propulsion,enables,manned missions
crewed missions,conducts,private companies
Soviet Union,influenced by,20th century
frontier,inspired,ambitious missions
Soviet Union,launched by,Sputnik 1
International Space Station,supports,space travel
space tourism,enables,manned missions
Vostok 1,associated with,space age
Apollo 11,influenced by,space shuttle program
Buzz Aldrin,influenced by,20th century
space shuttle program,developed by,United States
Neil Armstrong,performed by,Apollo 11
history,explores,cosmos
space race,driven by,cosmos
International Space Station,facilitates,manned missions
tragedies,resulted in,achievements
tragedies,leads to,possibilities
Vostok 1,influenced by,Apollo 11
NASA,conducts,manned missions
achievements,drives,ambitious plans
interplanetary exploration,pioneered by,Apollo 11
advanced propulsion,supports,International Space Station
20th century,encompasses,space age
space age,emerged during,20th century
Vostok 1,facilitated,interplanetary exploration
interplanetary exploration,is a goal of,Vostok 1
cosmos,is a potential outcome of,space tourism
space race,influenced,space travel
space travel,was driven by,space race
history,shaped,space age
challenges,complicates,space race
space race,is a factor in,challenges
possibilities,includes,ambitious missions
history,is documented in,challenges
ambitious missions,is related to,challenges
space tourism,is a component of,crewed missions
ambitious plans,is a goal of,space age
crewed missions,is explored by,cosmos
NASA,is impacted by,challenges
crewed missions,is supported by,International Space Station
tragedies,affects,space travel
ambitious plans,involves,possibilities
Vostok 1,is a part of,cosmos
manned missions,enables,interplanetary exploration
interplanetary exploration,is a focus of,ambitious missions
Vostok 1,is associated with,Buzz Aldrin
interplanetary exploration,is a goal of,cosmos
Buzz Aldrin,is a part of,interplanetary exploration
Apollo 11,is a consequence of,tragedies
United States,is influenced by,history
space shuttle program,was developed during,20th century
space tourism,is enhanced by,advanced propulsion
exploration risks,affects,crewed missions
cosmic journey,utilized by,Vostok 1
significant events,part of,Apollo 11
challenges,hinders,colonization
challenges,contributes to,exploration risks
ambitious plans,is a goal of,frontier
cosmos,is advanced by,advanced propulsion
space tourism,is a potential outcome of,20th century
significant events,associated with,space shuttle program
cosmic journey,includes,achievements
exploration risks,involves,Vostok 1
exploration milestones,drives,space race
cosmic journey,enables,interplanetary exploration
lunar bases,is a goal of,frontier
exploration milestones,includes,ambitious plans
exploration milestones,reflects,exploration evolution
Apollo 11,is a competitor of,Soviet Union
exploration milestones,comprises,ambitious missions
challenges,affects,possibilities
technological evolution,influences,cosmic exploration
exploration milestones,involves,Mars exploration
Neil Armstrong,is a focus of,interplanetary exploration
space tourism,requires,collaboration
ambitious missions,aims for,colonization
ISS,established by,permanent presence
technological evolution,driven by,human milestones
exploration risks,complicates,interplanetary exploration
Vostok 1,is a challenge for,challenges
ambitious plans,is a component of,space travel
exploration evolution,contributes to,Vostok 1
NASA,involves,cosmic journey
human milestones,enables,technological advancements
human milestones,constructed by,International Space Station
Mars exploration,includes,crewed missions
Apollo 11,signifies,exploration milestones
commercial space travel,drives,space race
permanent presence,supports,space tourism
achievements,overcame,challenges
commercial space travel,evolves from,exploration evolution
lunar bases,includes,exploration milestones
commercial space travel,traces back to,history
commercial space travel,includes,ambitious missions
advanced propulsion,drives,space race
discovery drive,drives,possibilities
achievements,resulted from,space age
permanent presence,enables,colonization
NASA,fosters,discovery drive
exploration risks,exposes,permanent presence
advanced propulsion,enables,ambitious missions
cosmos,shapes,humanity's future
exploration risks,addresses,advanced propulsion
history,reflects,exploration evolution
NASA,embodies,human adventure
permanent presence,facilitates,crewed missions
humanity's future,envisions,cosmic exploration
discovery drive,results in,achievements
cosmic journey,includes,exploration milestones
space travel,facilitated,achievements
Neil Armstrong,achieved by,exploration milestones
cosmic exploration,involves,human adventure
collaboration,creates,possibilities
space age,initiates,cosmic journey
Vostok 1,paved the way for,permanent presence
human milestones,defines,human adventure
space tourism,influences,exploration evolution
human milestones,represents,ISS
humanity's future,promises,space tourism
Buzz Aldrin,marks,significant events
human adventure,enables,crewed missions
moon landing,spurred,space race
exploration evolution,influenced by,cosmos
technological advancements,led to,moon landing
exploration evolution,reflected in,moon landing
significant events,illustrates,exploration evolution
permanent presence,enables,interplanetary exploration
cosmos,targets,Mars exploration
moon landing,inspired,ambitious missions
technological advancements,drives,technological evolution
cosmic journey,highlights,tragedies
challenges,affects,exploration milestones
Neil Armstrong,pioneered,space travel
space tourism,facilitated by,ISS
challenges,associated with,tragedies
Soviet Union,competed with,space shuttle program
advanced propulsion,enables,crewed missions
