source,relation,target
overall well-being,supports,decision-making
focused attention,enhances,cognitive performance
cognitive performance,is improved by,focused attention
connections between neurons,influences,cognitive processes
external stimuli,is measured by,electroencephalography
processing memories,enhances,unlocking memory potential
brain activity,is reflected in,neural mechanisms
prioritizing information,supports,retrieval process
information filtering,aids,reactivation
external stimuli,affects,synapses
learning,is processed by,motor cortex
learning processes,requires,focused attention
focused attention,is influenced by,connections between neurons
emotionally charged events,activates,brain regions
perception,is impacted by,memory disorders
encoding process,improves,enhancing memory function
emotion,improves,enhancing memory function
neural networks,is analyzed by,electroencephalography
prioritizing information,involves,learning processes
prioritizing information,influences,connections between neurons
limbic structures,modulates,attention
insights into memory,provides,decision-making
information retention,contributes to,processing memories
learning,is related to,neural mechanisms
overall well-being,is supported by,sleep
neuroimaging techniques,is associated with,neocortex
episodic memories,involves,retrieval process
decision-making,is processed by,neocortex
sensory information,affects,overall well-being
retrieval process,reflects,brain activity
cognitive performance,enhances,insights into memory
information retention,supports,perception
information filtering,involves,cognitive processes
cerebellum,is involved in,memory formation
procedural memories,contributes to,overall well-being
memory disorders,affects,motor cortex
reactivation,is influenced by,sensory information
neutral events,facilitates,learning
complexities of memory,is stored in,temporary storage
cerebellum,is enhanced by,long-term potentiation
unlocking memory potential,influences,perception
information filtering,enhances,focused attention
prefrontal cortex,is involved in,synapses
brain activity,is reflected in,connections between neurons
neutral events,is influenced by,complexities of memory
encoding process,informs,decision-making
electroencephalography,is measured by,neutral events
memory disorders,is related to,neural mechanisms
sensory information,is processed by,neocortex
overall well-being,enhances,cognitive performance
perception,is stored in,temporary storage
neuroimaging techniques,enhances,enhancing memory function
limbic structures,modulates,synaptic plasticity
hippocampus,is involved in,temporary storage
learning,affects,synapses
procedural memories,stored in,neocortex
cognitive performance,improves,prioritizing information
emotionally charged events,enhances,focused attention
long-term potentiation,strengthens,synaptic plasticity
reactivation,transfers to,permanent storage
limbic structures,facilitates,retrieval process
reactivation,facilitates,learning
reactivation,involves,electroencephalography
sensory information,involves,retrieval process
limbic structures,supports,prioritizing information
memory processing,processes,external stimuli
strengthening memories,contributes to,overall well-being
insights into memory,provides,encoding process
hippocampus,is facilitated by,long-term potentiation
sensory information,involves,processing memories
reactivation,involves,memory processing
prioritizing information,enhances,long-term potentiation
insights into memory,supports,memory consolidation
attention,affects,amygdala
learning processes,involves,motor cortex
neocortex,enhances,strengthening memories
neocortex,processed by,memory tasks
long-term potentiation,influences,brain activity
neocortex,observed in,functional magnetic resonance imaging
emotion,enhances,amygdala
permanent storage,facilitates,processing memories
learning,facilitates,complexities of memory
encoding process,supports,memory consolidation
connections between neurons,underlies,neural mechanisms
