source,relation,target,speaker,role
seven dwarfs,achieved,triumph,,none
human experience,provides,moral lessons,,none
retelling,is influenced by,enduring popularity,,none
oral traditions,offers,insights,,none
ancient Greece,originated from,Rhodopis,,none
ancient origins,influences,enchanting stories,,none
storytelling,includes,fairytales,,none
ancient origins,traced back to,Rhodopis,,none
Hansel and Gretel,outsmarted,cannibalistic witch,,none
magical elements,features,history,,none
fairytales,provides,insights,,none
captivating audiences,entertains,Rhodopis,,none
moral lessons,informs,bravery,,none
cultural myths,enhances,storytelling,,none
classic stories,inspired by,storytelling,,none
ancient myths,influences,European folklore,,none
happily ever after,reflects,timeless themes,,none
stroke of midnight,introduces,magical elements,,none
fairytales,includes,folklore,,none
glass slipper,associated with,fairy godmother,,none
Brothers Grimm,depicts,jealousy,,none
folklore,is part of,Rhodopis,,none
retelling,influenced by,ancient Greece,,none
classic tales,inspired by,cultural variations,,none
folklore,reinterpreted in,retelling,,none
Brothers Grimm,collected by,seven dwarfs,,none
wicked stepmother,overcome by,wit,,none
heroic characters,embodied in,fairytales,,none
ancient origins,rooted in,human experience,,none
beloved stories,cherished by,enchanting stories,,none
classic tales,influenced by,European folklore,,none
oral traditions,demonstrated through,bravery,,none
Rhodopis,associated with,love,,none
cultural heritage,influenced by,love,,none
cultural variations,reflected in,enchanting stories,,none
Italian traditions,inspired by,cultural myths,,none
beloved stories,appreciated in,classic tales,,none
history,reinterpreted as,retelling,,none
abandoned,features in,Cinderella,,none
enchanting stories,celebrated in,Rhodopis,,none
Italian traditions,influenced by,love,,none
creativity,inspired by,cultural myths,,none
classic stories,provide,insights,,none
captivating audiences,captivated by,human experience,,none
Slavic traditions,influenced by,cultural heritage,,none
enduring popularity,reflected in,human experience,,none
happily ever after,achieved by,triumph,,none
Hansel and Gretel,inspired by,classic tales,,none
magical elements,enhanced by,captivating audiences,,none
Hansel and Gretel,achieved by,triumph,,none
glass slipper,demonstrated through,wit,,none
creativity,inspired by,love,,none
imagination,influences,cultural significance,,none
ancient myths,inspired by,fairy godmother,,none
human experience,reflects,cultural significance,,none
heroic characters,embodies,classic stories,,none
ancient myths,originates from,triumph,,none
captivating audiences,entertains,children,,none
Italian traditions,influences,cultural heritage,,none
moral lessons,derived from,European folklore,,none
jealousy,drives,retelling,,none
Hansel and Gretel,utilizes,wit,,none
enduring popularity,contributes to,bravery,,none
ancient myths,inspired by,beloved stories,,none
ancient myths,influences,timeless themes,,none
cannibalistic witch,encounters,Charles Perrault,,none
moral lessons,informs,beloved stories,,none
cultural heritage,nurtures,creativity,,none
Brothers Grimm,influences,cultural heritage,,none
captivating audiences,creates,connection,,none
fairy godmother,inspired by,cultural myths,,none
captivating audiences,enthralls,fairytales,,none
Hansel and Gretel,involves,storytelling,,none
Italian traditions,inspires,enchanting stories,,none
captivating audiences,attracts,heroic characters,,none
European folklore,influences,cultural variations,,none
enchanting stories,sparks,imagination,,none
enchanting stories,fosters,creativity,,none
siblings,utilized,wit,,none
retelling,involves,ancient origins,,none
classic tales,stimulates,imagination,,none
siblings,influences,German traditions,,none
human experience,informs,love,,none
enduring popularity,contributes to,enchanting stories,,none
happily ever after,achieved by,Snow White,,none
human experience,fosters,enchanting stories,,none
oral traditions,informs,cultural variations,,none
connection,is enhanced by,cultural heritage,,none
retelling,is inspired by,captivating audiences,,none
classic stories,enthralled by,captivating audiences,,none
cultural variations,features,magical elements,,none
storytelling,demonstrates,bravery,,none
ancient Greece,originated from,timeless themes,,none
cultural significance,is represented by,magical elements,,none
triumph,achieved by,lost slipper,,none
beloved stories,is rooted in,oral traditions,,none
fairy godmother,is characterized by,enchanting stories,,none
Snow White,undergoes,transformation,,none
history,supports,enduring popularity,,none
Italian traditions,is part of,European folklore,,none
cultural variations,includes,fairytales,,none
cultural significance,is a result of,triumph,,none
cultural variations,features,heroic characters,,none
fairytales,origin of,Rhodopis,,none
folklore,contains,sweets,,none
folklore,embodies,bravery,,none
insights,provides,captivating audiences,,none
Brothers Grimm,collected by,Hansel and Gretel,,none
heroic characters,features,Rhodopis,,none
triumph,achieves,Snow White,,none
fairytales,is defined by,cultural significance,,none
cultural significance,is influenced by,beloved stories,,none
cultural significance,is represented by,timeless themes,,none
European folklore,is reflected in,enduring popularity,,none
Italian traditions,contributes to,magical elements,,none
beloved stories,is enhanced by,enduring popularity,,none
oral traditions,is informed by,classic tales,,none
ancient myths,is rooted in,cultural heritage,,none
retelling,involves,magical elements,,none
jealousy,engages,captivating audiences,,none
enduring popularity,is influenced by,jealousy,,none
witches,attracts,sweets,,none
transformation,leads to,triumph,,none
cultural heritage,is shaped by,oral traditions,,none
cultural variations,is characterized by,retelling,,none
cultural variations,includes,classic stories,,none
Brothers Grimm,collected by,siblings,,none
Rhodopis,is retold as,retelling,,none
classic stories,is a type of,Rhodopis,,none
seven dwarfs,assists,Snow White,,none
connection,is connected to,Hansel and Gretel,,none
ancient myths,is inspired by,enchanting stories,,none
retelling,is represented by,cultural significance,,none
classic stories,is characterized by,cultural significance,,none
Pygmalion,inspired by,retelling,,none
enchanting stories,authored by,Charles Perrault,,none
Italian traditions,influences,fairytales,,none
enchanting stories,shaped by,history,,none
creativity,nurtures,European folklore,,none
European folklore,features,magical elements,,none
witches,antagonized by,classic tales,,none
bravery,overcome by,sweets,,none
imagination,inspired by,fairytales,,none
cultural myths,enhances,enduring popularity,,none
beloved stories,enriches,storytelling,,none
fairytales,illustrates,human experience,,none
heroic characters,embodies,human experience,,none
magical elements,inspired by,creativity,,none
cultural myths,holds,cultural significance,,none
bravery,demonstrated by,ancient origins,,none
Italian traditions,influences,retelling,,none
folklore,shows,cultural variations,,none
Italian traditions,informs,classic stories,,none
cannibalistic witch,opposes,wicked stepmother,,none
love,holds,cultural significance,,none
enchanting stories,influences,jealousy,,none
retelling,informs,classic stories,,none
ancient Greece,originated from,enchanting stories,,none
European folklore,includes,fairytales,,none
happily ever after,achieved by,Cinderella,,none
bravery,inspired by,captivating audiences,,none
sweets,attracts,captivating audiences,,none
imagination,stimulates,retelling,,none
imagination,informs,classic stories,,none
children,utilizes,wit,,none
Brothers Grimm,inspired by,transformation,,none
Charles Perrault,associated with,lost slipper,,none
moral lessons,informs,timeless themes,,none
Charles Perrault,introduced by,fairy godmother,,none
European folklore,influenced by,jealousy,,none
Charles Perrault,associated with,glass slipper,,none
love,enhances,storytelling,,none
children,inspired by,storytelling,,none
ancient myths,inspired by,fairytales,,none
Rhodopis,achieved,happily ever after,,none
abandoned,oppressed by,wicked stepmother,,none
European folklore,influenced by,captivating audiences,,none
oral traditions,complements,timeless themes,,none
fairytales,inspired by,jealousy,,none
Galatea,achieved by,triumph,,none
Rhodopis,undergoes,transformation,,none
captivating audiences,captivates,Pygmalion,,none
classic tales,influenced by,Slavic traditions,,none
Charles Perrault,inspired by,transformation,,none
folklore,informs,oral traditions,,none
bravery,illustrates,human experience,,none
Hansel and Gretel,navigated,woods,,none
moral lessons,enhances,storytelling,,none
cannibalistic witch,threatens,Snow White,,none
enduring popularity,associated with,timeless themes,,none
fairy godmother,supports,heroic characters,,none
ancient origins,fuels,imagination,,none
connection,provides,insights,,none
insights,provides,triumph,,none
cultural heritage,features,magical elements,,none
cultural heritage,inspired by,captivating audiences,,none
cultural myths,informs,fairytales,,none
connection,enhances,love,,none
happily ever after,culminates in,human experience,,none
cultural heritage,nurtures,classic tales,,none
cultural myths,embodies,heroic characters,,none
children,offers,connection,,none
love,informs,fairytales,,none
classic stories,influences,Slavic traditions,,none
ancient Greece,inspired,Charles Perrault,,none
bravery,illustrates,European folklore,,none
classic tales,influenced by,Italian traditions,,none
folklore,shapes,human experience,,none
stroke of midnight,represents,imagination,,none
European folklore,reflects,timeless themes,,none
beloved stories,inspired by,cultural variations,,none
children,influences,cultural heritage,,none
heroic characters,teaches,moral lessons,,none
stroke of midnight,culminates in,human experience,,none
classic tales,fosters,creativity,,none
witches,enhances,storytelling,,none
Brothers Grimm,compiled by,classic tales,,none
cultural myths,informs,oral traditions,,none
Charles Perrault,influences,folklore,,none
moral lessons,informs,Slavic traditions,,none
transformation,illustrates,human experience,,none
insights,provides,jealousy,,none
creativity,requires,bravery,,none
cultural myths,revives,retelling,,none
cultural myths,informs,classic stories,,none
cultural heritage,encompasses,fairytales,,none
creativity,involves,timeless themes,,none
cultural heritage,includes,heroic characters,,none
fairytales,often feature,fantastical creatures,,none
classic tales,are passed down by,peasants and villagers,,none
Brothers Grimm,collected from,peasants and villagers,,none
Beauty and the Beast,originates from,ancient myths,,none
Beauty and the Beast,explores,love,,none
Beauty and the Beast,explores,transformation,,none
