source,relation,target,speaker,role
cultural identity,influenced,mass production,,none
fashion magazines,shaped,cultural identity,,none
art and culture,influenced by,social hierarchy,,none
diversity,influenced by,eclectic styles,,none
cultural identity,promoted,sustainable fashion,,none
eclectic styles,shaped by,influencers,,none
influencers,influenced by,eclectic styles,,none
royalty,worn by,simpler clothing,,none
self-expression,facilitates,cultural identity,,none
recycling,influenced by,historical evolution,,none
designers,influenced by,social movements,,none
eclectic styles,characterized by,20th century,,none
social hierarchy,reflects,wealth and status,,none
diversity,drives,influencers,,none
designer brands,associated with,designers,,none
20th century,characterized by,diversity,,none
eclectic styles,shaped by,historical evolution,,none
luxury fashion,associated with,fashion industry,,none
upcycling,influenced,democratized fashion,,none
nobles,worn by,simpler clothing,,none
Industrial Revolution,transformed,recycling,,none
social commentary,enhances,diversity,,none
luxury fashion,associated with,art and culture,,none
influencers,shaped by,historical evolution,,none
fashion plates,illustrated by,cultural identity,,none
historical evolution,influenced by,diversity,,none
self-expression,enables,social media,,none
20th century,influenced by,historical evolution,,none
democratized fashion,influenced by,eclectic styles,,none
democratized fashion,associated with,luxury fashion,,none
influencers,influenced by,fashion industry,,none
nobles,associated with,fashion industry,,none
social media,transformed,mass production,,none
art and culture,shaped by,influencers,,none
nobles,associated with,art and culture,,none
luxurious fabrics,influenced by,individualism,,none
department stores,supports,self-expression,,none
common people,worn by,elaborate garments,,none
common people,regulated by,sumptuary laws,,none
designers,influenced by,eclectic styles,,none
department stores,collaborates with,designers,,none
influencers,shaped by,democratized fashion,,none
designers,associated with,luxury fashion,,none
youth culture,influenced,designers,,none
royalty,influenced,printing press,,none
upcycling,promotes,sustainable fashion,,none
social commentary,enhances,ethical sourcing,,none
social commentary,shapes,social media,,none
20th century,characterized by,democratized fashion,,none
wealth and status,symbolizes,luxury fashion,,none
iconic figures,represented by,cultural identity,,none
historical evolution,shaped by,fashion industry,,none
fashion plates,illustrated by,elaborate garments,,none
common people,influenced by,social media,,none
influencers,shaped by,designers,,none
common people,compared to,nobles,,none
Industrial Revolution,influenced by,historical evolution,,none
historical evolution,influenced by,democratized fashion,,none
department stores,associated with,fashion plates,,none
Industrial Revolution,shaped by,fashion industry,,none
cultural identity,influenced by,religion influence,,none
fashion plates,associated with,nobles,,none
recycling,expressed through,self-expression,,none
social movements,driven by,mass production,,none
ethical sourcing,designed by,designers,,none
mass production,influenced by,fashion magazines,,none
social commentary,reflects,fashion industry,,none
luxury fashion,reflects,social commentary,,none
fashion trends,facilitates,trend dissemination,,none
fashion industry,enables,self-expression,,none
fashion plates,influences,diversity,,none
social movements,supported,printing press,,none
fashion industry,employs,designers,,none
art and culture,inspired,designers,,none
luxury fashion,shapes,cultural influences,,none
individualism,promotes,nobles,,none
youth culture,drives,social movements,,none
economic factors,affected by,recycling,,none
fashion plates,illustrated by,simpler clothing,,none
self-expression,expressed through,democratized fashion,,none
iconic figures,popularized by,eclectic styles,,none
trend dissemination,transformed by,social media,,none
youth culture,influences,designer brands,,none
democratized fashion,utilizes,designers,,none
luxurious fabrics,made from,ready-to-wear,,none
fashion industry,influences,fashion trends,,none
fashion trends,shaped by,social movements,,none
religion influence,dictated by,ethical sourcing,,none
printing press,enabled by,mass production,,none
luxury fashion,promotes,body positivity,,none
iconic figures,shaped by,diversity,,none
fashion industry,illustrated by,fashion plates,,none
fashion trends,influences,designer brands,,none
printing press,supported by,sustainable fashion,,none
printing press,produced by,elaborate garments,,none
elaborate garments,designed for,designer brands,,none
luxury fashion,dictated by,social hierarchy,,none
economic factors,affected by,diversity,,none
democratized fashion,influenced by,fashion plates,,none
elaborate garments,compared to,ready-to-wear,,none
mass production,produced,elaborate garments,,none
luxury fashion,produced by,designer brands,,none
iconic figures,illustrated by,historical evolution,,none
department stores,promoted by,fashion magazines,,none
printing press,accessible to,common people,,none
religion influence,influenced by,diversity,,none
social hierarchy,associated with,nobles,,none
individualism,reflects,wealth and status,,none
art and culture,influenced by,iconic figures,,none
youth culture,shapes,eclectic styles,,none
designers,illustrated by,fashion plates,,none
individualism,influenced by,religion influence,,none
religion influence,dictated by,simpler clothing,,none
department stores,shaped by,cultural identity,,none
fashion industry,affected by,economic factors,,none
youth culture,influenced by,cultural identity,,none
social movements,shapes,social media,,none
iconic figures,inspired by,democratized fashion,,none
eclectic styles,influences,fashion trends,,none
luxury fashion,influences,fashion trends,,none
elaborate garments,used in,luxurious fabrics,,none
eclectic styles,popularized by,designer brands,,none
youth culture,characterized by,20th century,,none
individualism,influenced by,simpler clothing,,none
royalty,worn by,luxury fashion,,none
religion influence,influenced by,art and culture,,none
democratized fashion,affected by,economic factors,,none
youth culture,shaped by,fashion trends,,none
body positivity,influenced by,historical evolution,,none
diversity,associated with,designer brands,,none
designers,represents,iconic figures,,none
fashion trends,shaped by,influencers,,none
department stores,shaped by,cultural influences,,none
religion influence,influences,fashion trends,,none
social hierarchy,influences,fashion trends,,none
common people,wore,simpler clothing,,none
simpler clothing,made from,linen,,none
simpler clothing,made from,wool,,none
Renaissance period,saw a resurgence of,art and culture,,none
Renaissance period,saw a resurgence of,fashion industry,,none
