source,relation,target,speaker,role
city-states,influenced by,sporting legacy,,none
global event,evolves from,event evolution,,none
Zeus,dedicated to,Citius Altius Fortius,,none
unity,is promoted by,revival,,none
Olympic spirit,encourages,international participation,,none
Citius Altius Fortius,is inspired by,humanity,,none
athlete activism,is influenced by,sportsmanship,,none
global unity,reflects,cultural significance,,none
cultural impact,affects,race,,none
unity in diversity,represents,excellence,,none
diversity,addresses,social issues,,none
global event,is driven by,growth,,none
Olympic Games,evolved into,global phenomenon,,none
cultural significance,embodies,motto,,none
inspiration,motivates,athletes,,none
sports,is a form of,advocacy,,none
events,is shaped by,Olympic legacy,,none
diversity,will influence,future Olympics,,none
sports,faces,historical challenges,,none
medal stripping,affects,international relations,,none
religion,is influenced by,legacy,,none
political disputes,is challenged by,competition integrity,,none
ancient Olympics,featured in,events,,none
diversity,is promoted by,advocacy,,none
Olympic Games,hosts,athletes,,none
sporting event,is characterized by,expansion,,none
revival,is revived by,legacy,,none
Christianity,opposes,history,,none
unity in diversity,is influenced by,Olympic legacy,,none
diversity,promotes,international cooperation,,none
Theodosius,is affected by,sporting history,,none
sportsmanship,enhances,competition,,none
international cooperation,embodies,spirit,,none
future Olympics,precedes,global event,,none
religious festival,promotes,peace,,none
Christianity,contradicts,ancient Olympics,,none
Olympic Games,fosters,peace,,none
Olympic Games,promotes,understanding,,none
Athens,hosted in,sporting event,,none
pagan festival,dedicated to,Zeus,,none
city-states,participated by,sporting event,,none
city-states,associated with,Athens,,none
unity,enhances,competition,,none
fair play,influenced,city-states,,none
motto,inspires,athletes,,none
Olympic legacy,influences,race,,none
Olympic Games,shapes,sporting legacy,,none
pagan festival,associated with,sporting history,,none
religious festival,represents,tradition,,none
athletes,embodies,respect,,none
values,represents,cultural significance,,none
respect,affected by,controversy,,none
unity in diversity,faces,modern challenges,,none
competition integrity,promotes,excellence,,none
social issues,enhances,understanding,,none
international relations,fosters,unity in diversity,,none
cultural significance,embodies,humanity,,none
Olympic Games,encourages,international participation,,none
ancient Greece,influenced by,Christianity,,none
inspiration,contributes to,Olympic legacy,,none
ancient Greece,originated in,ancient Olympics,,none
newer sports,includes,modern Olympics,,none
sporting event,is a type of,international participation,,none
cultural impact,drives,popularity,,none
symbol,represents,global unity,,none
Citius Altius Fortius,is inspired by,legacy,,none
motto,promotes,peace,,none
historical challenges,faces,sporting event,,none
city-states,influenced by,growth,,none
social change,advocates for,future Olympics,,none
international relations,affects,growth,,none
advocacy,promotes,understanding,,none
international relations,contributes to,global phenomenon,,none
Olympic spirit,embodies,competition integrity,,none
sporting event,is a type of,Games significance,,none
propaganda,utilized by,future Olympics,,none
Zeus,associated with,history,,none
cultural impact,enhances,unity in diversity,,none
cultural impact,is associated with,Athens,,none
medal stripping,highlights,understanding,,none
social change,drives,advocacy,,none
social change,is a result of,medal stripping,,none
international participation,represents,athlete representation,,none
historical challenges,faces,athlete representation,,none
propaganda,is used for,inspiration,,none
international relations,involves,athletes,,none
global phenomenon,serves as,inspiration,,none
history,fosters,unity,,none
athlete representation,promotes,understanding,,none
popularity,impacts,political disputes,,none
expansion,includes,athletes,,none
athlete representation,advocates for,social change,,none
cultural impact,influences,event evolution,,none
cultural impact,contributes to,growth,,none
Games significance,enhances,athlete representation,,none
Zeus,contrasts with,Christianity,,none
tradition,influences,traditional events,,none
Zeus,dedicated to,ancient Olympics,,none
respect,shaped by,history,,none
popularity,defines,Olympic legacy,,none
growth,celebrates,celebration,,none
competition,includes,events,,none
history,influences,spirit,,none
athlete representation,influences,modern Olympics,,none
social issues,shapes,sporting legacy,,none
international participation,enhances,cultural significance,,none
Olympic legacy,embodies,respect,,none
peace,comprises,events,,none
inspiration,leads to,revival,,none
evolution,drives,expansion,,none
sporting legacy,informs,events,,none
Theodosius,was opposed by,Citius Altius Fortius,,none
international cooperation,ensures,competition integrity,,none
achievement,reflects,athlete representation,,none
political disputes,affects,event evolution,,none
unity in diversity,embodies,Citius Altius Fortius,,none
growth,shapes,future Olympics,,none
Zeus,is honored by,global platform,,none
Games significance,enhances,cultural significance,,none
controversy,affects,cultural significance,,none
international relations,promotes,understanding,,none
symbol,represents,sportsmanship,,none
Citius Altius Fortius,inspires,athletes,,none
international relations,drives,social change,,none
sporting event,exemplifies,excellence,,none
inspiration,results in,doping scandals,,none
historical challenges,influences,event evolution,,none
competition integrity,ensures,achievement,,none
growth,promotes,advocacy,,none
Christianity,contrasts with,peace,,none
ancient Olympics,is a type of,sporting event,,none
excellence,achieved by,athletes,,none
doping scandals,affected by,Olympic Games,,none
boycotts,promotes,social change,,none
fair play,embodies,symbol,,none
symbol,represents,unity,,none
popularity,is influenced by,sportsmanship,,none
nations,represents,athlete representation,,none
athlete representation,represented by,nations,,none
unity,contributes to,expansion,,none
political disputes,influences,advocacy,,none
athlete representation,shapes,Olympic legacy,,none
historical challenges,affects,future Olympics,,none
cultural impact,influences,sports,,none
nations,afflicted by,medal stripping,,none
medal stripping,stripped of,Olympic spirit,,none
motto,inspired by,Coubertin,,none
global unity,promotes,events,,none
advocacy,utilized for,propaganda,,none
diversity,ensures,competition integrity,,none
cultural significance,drives,athlete activism,,none
Theodosius,abolished by,evolution,,none
Olympic spirit,embodies,athlete representation,,none
international participation,provides,inspiration,,none
medal stripping,associated with,propaganda,,none
ancient Olympics,serves as,global platform,,none
athlete representation,utilized by,global platform,,none
popularity,drives,newer sports,,none
sports,represents,Citius Altius Fortius,,none
social issues,led to,revival,,none
unity in diversity,characterizes,sporting event,,none
international participation,celebrates,celebration,,none
nations,enhances,cultural significance,,none
inspiration,provides,competition,,none
pagan festival,deemed as,Citius Altius Fortius,,none
international relations,shapes,Olympic legacy,,none
global phenomenon,represents,sporting legacy,,none
cultural impact,influences,excellence,,none
tradition,defines,sporting history,,none
religious festival,was a type of,Olympic Games,,none
Zeus,inspired,traditional events,,none
sporting event,occurred in,1896,,none
achievement,celebrates,celebration,,none
boycotts,resulted in,sportsmanship,,none
international cooperation,embodies,motto,,none
Citius Altius Fortius,represents,Olympic legacy,,none
social issues,drives,athlete activism,,none
legacy,influences,social issues,,none
unity in diversity,highlights,cultural significance,,none
cultural significance,reflects,doping scandals,,none
evolution,defines,Games significance,,none
newer sports,affects,medal stripping,,none
spirit,embodies,growth,,none
Games significance,is enhanced by,sportsmanship,,none
diversity,promotes,respect,,none
values,facilitates,international participation,,none
diversity,intersects with,race,,none
evolution,influences,sports,,none
Theodosius,decreed by,spirit,,none
athletes,promotes,understanding,,none
Zeus,honored by,peace,,none
athlete representation,shapes,newer sports,,none
international relations,triggers,revival,,none
cultural significance,is reflected in,international cooperation,,none
propaganda,used by,global phenomenon,,none
advocacy,motivates,athlete activism,,none
growth,leads to,events,,none
motto,represents,humanity,,none
expansion,initiates,revival,,none
modern challenges,challenges,athlete representation,,none
Theodosius,abolished by,history,,none
Coubertin,influenced by,political affiliation,,none
athlete activism,affects,medal stripping,,none
legacy,shapes,medal stripping,,none
political affiliation,affected by,sportsmanship,,none
pagan festival,is rooted in,evolution,,none
competition,requires,respect,,none
social issues,is enhanced by,sportsmanship,,none
inspiration,provides,history,,none
cultural impact,shapes,religion,,none
nations,inspires,inspiration,,none
modern Olympics,is defined by,athletes,,none
revival,impacts,boycotts,,none
doping scandals,is challenged by,international relations,,none
social issues,affects,competition,,none
athlete representation,drives,athlete activism,,none
controversy,caused by,popularity,,none
Theodosius,decreed by,Christianity,,none
nations,celebrates,celebration,,none
unity,promotes,social change,,none
nations,unites,humanity,,none
Coubertin,inspired by,humanity,,none
sportsmanship,exemplifies,excellence,,none
ancient Greece,originated from,motto,,none
sporting event,includes,global event,,none
sporting event,associated with,peace,,none
unity,fosters,sports,,none
ancient Olympics,promotes,peace,,none
global platform,provides,athletes,,none
athletes,utilizes,global platform,,none
modern challenges,faces,advocacy,,none
spirit,embodies,Games significance,,none
Olympic legacy,promotes,understanding,,none
modern challenges,challenges,cultural impact,,none
global event,represents,athlete representation,,none
city-states,influences,future Olympics,,none
boycotts,drives,athlete activism,,none
symbol,represents,Athens,,none
unity in diversity,celebrates,celebration,,none
newer sports,influences,Citius Altius Fortius,,none
celebration,contradicts,doping scandals,,none
Citius Altius Fortius,inspired by,athlete representation,,none
athlete representation,ensures,competition integrity,,none
cultural impact,influences,athlete activism,,none
religious festival,serves as,global platform,,none
Olympic Games,represents,Olympic spirit,,none
international cooperation,inspires,inspiration,,none
modern challenges,presents challenges to,Citius Altius Fortius,,none
modern Olympics,influenced by,Olympic legacy,,none
international relations,promotes,sportsmanship,,none
international participation,involves,nations,,none
pagan festival,contrasts with,spirit,,none
unity,embodies,excellence,,none
international relations,shapes,competition,,none
understanding,includes,events,,none
modern Olympics,inspired by,ancient Olympics,,none
international cooperation,promotes,celebration,,none
peace,serves as,global platform,,none
athlete representation,challenges,controversy,,none
expansion,drives,inspiration,,none
unity in diversity,shapes,future Olympics,,none
Olympic spirit,enhances,understanding,,none
Theodosius,decreed by,symbol,,none
international participation,includes,events,,none
spirit,represents,excellence,,none
cultural significance,reflects,competition integrity,,none
unity in diversity,advocates for,advocacy,,none
propaganda,utilized by,athletes,,none
international cooperation,supports,future Olympics,,none
