source,relation,target
labor efficiency,improved by,greenhouse gas emissions
society,enhanced by,telephone
home convenience,provides,health benefits
modernization,drives,industrialization
home convenience,enhances,safety improvements
telegraph,facilitates,connectivity
safety improvements,improves,standard of living
internet,enables,telecommunications
electrical engineering,advances,medical technology
job creation,results in,modernization
economic growth,drives,production efficiency
economy,powers,factories
home convenience,improves,healthcare breakthroughs
modernization,provides,time savings
internet,enhances,standard of living
electrical engineering,improves,public health
electronic devices,complements,electric appliances
electric appliances,utilized by,electronic devices
crime reduction,contributes to,electric appliances
innovations,provides,health benefits
economic growth,drives,industrialization
economic growth,result of,job creation
modernization,enhances,standard of living
indoor climate control,utilizes,electric appliances
public health,improves,standard of living
safety improvements,drives,innovations
time savings,enables,job creation
labor efficiency,facilitates,industrialization
job creation,provides,manufacturing
industrialization,enables,mass production
production efficiency,increases,industrialization
indoor climate control,enables,electricity
urban development,enhances,health benefits
home convenience,facilitates,job creation
urban development,supports,transportation
urban development,promotes,environmental safety
modernization,facilitates,indoor climate control
electrical engineering,influenced by,impact
economic growth,drives,energy efficiency
global trade,facilitates,telephone
innovations,enhanced by,medical technology
sustainable energy,reduced by,greenhouse gas emissions
manufacturing,drives,industrialization
technology,enables,telecommunications
industrialization,contributes to,urban development
indoor climate control,improves,public health
society,transformed by,transportation
energy efficiency,enhanced by,labor efficiency
standard of living,results in,time savings
electricity,powers,internet
technology,improves,healthcare breakthroughs
time savings,facilitated by,transportation
production efficiency,enhanced by,energy efficiency
communication,enables,computers
job creation,drives,internet
manufacturing,enhanced by,medical technology
telephone,facilitated by,internet
medical technology,enhanced by,telecommunications
innovations,improved by,energy efficiency
home convenience,enhanced by,energy efficiency
technology,drives,economic growth
electronic devices,leads to,advancements
medical technology,enhanced by,healthcare breakthroughs
environmental safety,promotes,electric cars
electronic devices,drives,modernization
labor efficiency,enhanced by,global trade
job creation,stimulated by,transportation
indoor climate control,enhanced by,advancements
home convenience,reduces,crime reduction
job creation,promotes,environmental safety
global trade,supports,factories
technology,enables,time savings
telephone,powers,factories
technology,enhances,communication
innovations,leads to,healthcare breakthroughs
technology,facilitates,global trade
economic growth,provides,time savings
technology,powers,internet
safety improvements,improves,electric appliances
revolution,enables,mass production
urban development,enhances,quality of life
labor efficiency,contributes to,time savings
modernization,facilitates,telephone
job creation,results in,crime reduction
urban development,enhances,telecommunications
electricity,powers,electric cars
production efficiency,leads to,time savings
technology,promotes,environmental safety
technology,enables,mass production
technology,shapes,society
innovations,provides,time savings
environmental safety,enhances,medical technology
safety improvements,improves,telephone
technology,enhances,standard of living
manufacturing,drives,economic growth
computers,enhances,labor efficiency
advancements,enabled,telephone
environmental safety,improved,healthcare breakthroughs
indoor climate control,enhanced,healthcare breakthroughs
manufacturing,resulted in,mass production
manufacturing,transformed,society
urban development,supported,mass production
electric appliances,powered by,internet
electronic devices,contributed to,economic growth
computers,promoted,sustainable energy
electric appliances,increased,energy efficiency
global trade,facilitated by,telegraph
telegraph,enabled through,global trade
health benefits,resulted in,time savings
electronic devices,facilitated,time savings
crime reduction,contributed to,time savings
internet,enhanced,quality of life
economic growth,reduced,crime reduction
modernization,supported,sustainable energy
job creation,increased,labor efficiency
job creation,provided,factories
modernization,advanced,medical technology
indoor climate control,resulted in,time savings
public health,improved by,medical technology
medical technology,benefits from,public health
job creation,facilitated,global trade
electronic devices,enhanced,home convenience
telephone,used in,electric appliances
electric appliances,facilitated by,telephone
internet,enabled,healthcare breakthroughs
communication,shaped by,impact
impact,affects,communication
